league,season,team_id,games_played,wins,losses,ties,win_pct,points_for,points_against,point_diff,rank
NBA,1972,POR,82,21,61,0,0.256,8707,9218,-511,15
NBA,1972,BUF,82,21,61,0,0.256,8471,9223,-752,16
NBA,1972,PHI,82,9,73,0,0.11,8540,9531,-991,17
NBA,1973,MIL,82,59,23,0,0.72,8780,8121,659,1
NBA,1973,BOS,82,56,26,0,0.683,8937,8616,321,2
NBA,1973,CHI,82,54,28,0,0.659,8368,8097,271,3
NBA,1973,DET,82,52,30,0,0.634,8560,8227,333,4
NBA,1973,NYK,82,49,33,0,0.598,8306,8080,226,5
NBA,1973,CAP,82,47,35,0,0.573,8353,8231,122,6
NBA,1973,LAL,82,47,35,0,0.573,8951,8880,71,7
NBA,1973,GSW,82,44,38,0,0.537,9011,8801,210,8
NBA,1973,BUF,82,42,40,0,0.512,9155,9164,-9,9
NBA,1973,SEA,82,36,46,0,0.439,8774,8983,-209,10
NBA,1973,ATL,82,35,47,0,0.427,8907,9024,-117,11
NBA,1973,KCO,82,33,49,0,0.402,8366,8672,-306,12
NBA,1973,HOU,82,32,50,0,0.39,8810,8821,-11,13
NBA,1973,PHX,82,30,52,0,0.366,8847,9139,-292,14
NBA,1973,CLE,82,29,53,0,0.354,8221,8576,-355,15
NBA,1973,POR,82,27,55,0,0.329,8761,9153,-392,16
NBA,1973,PHI,82,25,57,0,0.305,8295,8817,-522,17
NBA,1974,WAS,82,60,22,0,0.732,8585,7997,588,1
NBA,1974,BOS,82,60,22,0,0.732,8734,8265,469,2
NBA,1974,BUF,82,49,33,0,0.598,8839,8663,176,3
NBA,1974,GSW,82,48,34,0,0.585,8898,8628,270,4
NBA,1974,CHI,82,47,35,0,0.573,8045,7791,254,5
NBA,1974,KCO,82,44,38,0,0.537,8311,8335,-24,6
NBA,1974,SEA,82,43,39,0,0.524,8451,8540,-89,7
NBA,1974,HOU,82,41,41,0,0.5,8521,8434,87,8
NBA,1974,CLE,82,40,42,0,0.488,8117,8147,-30,9
NBA,1974,NYK,82,40,42,0,0.488,8236,8337,-101,10
NBA,1974,DET,82,40,42,0,0.488,8111,8228,-117,11
NBA,1974,POR,82,38,44,0,0.463,8508,8472,36,12
NBA,1974,MIL,82,38,44,0,0.463,8254,8237,17,13
NBA,1974,PHI,82,34,48,0,0.415,8180,8431,-251,14
NBA,1974,PHX,82,32,50,0,0.39,8297,8492,-195,15
NBA,1974,ATL,82,31,51,0,0.378,8620,8732,-112,16
NBA,1974,LAL,82,30,52,0,0.366,8459,8793,-334,17
NBA,1974,NOJ,82,23,59,0,0.28,8319,8963,-644,18
NBA,1975,GSW,82,59,23,0,0.72,9002,8457,545,1
NBA,1975,BOS,82,54,28,0,0.659,8708,8516,192,2
NBA,1975,CLE,82,49,33,0,0.598,8340,8134,206,3
NBA,1975,WAS,82,48,34,0,0.585,8427,8236,191,4
NBA,1975,BUF,82,46,36,0,0.561,8795,8727,68,5
NBA,1975,PHI,82,46,36,0,0.561,8735,8714,21,6
NBA,1975,SEA,82,43,39,0,0.524,8726,8749,-23,7
NBA,1975,PHX,82,42,40,0,0.512,8620,8570,50,8
NBA,1975,LAL,82,40,42,0,0.488,8764,8757,7,9
NBA,1975,HOU,82,40,42,0,0.488,8708,8774,-66,10
NBA,1975,NOJ,82,38,44,0,0.463,8535,8608,-73,11
NBA,1975,NYK,82,38,44,0,0.463,8418,8519,-101,12
NBA,1975,MIL,82,38,44,0,0.463,8349,8468,-119,13
NBA,1975,POR,82,37,45,0,0.451,8533,8635,-102,14
NBA,1975,DET,82,36,46,0,0.439,8605,8691,-86,15
NBA,1975,KCK,82,31,51,0,0.378,8474,8707,-233,16
NBA,1975,ATL,82,29,53,0,0.354,8411,8650,-239,17
NBA,1975,CHI,82,24,58,0,0.293,7863,8101,-238,18
NBA,1976,LAL,82,53,29,0,0.646,8763,8540,223,1
NBA,1976,DEN,82,50,32,0,0.61,9233,8805,428,2
NBA,1976,PHI,82,50,32,0,0.61,9034,8711,323,3
NBA,1976,POR,82,49,33,0,0.598,9163,8705,458,4
NBA,1976,HOU,82,49,33,0,0.598,8726,8594,132,5
NBA,1976,WAS,82,48,34,0,0.585,8650,8566,84,6
NBA,1976,GSW,82,46,36,0,0.561,9097,8833,264,7
NBA,1976,CHI,82,44,38,0,0.537,8111,8037,74,8
NBA,1976,SAS,82,44,38,0,0.537,9432,9382,50,9
NBA,1976,DET,82,44,38,0,0.537,8970,9055,-85,10
NBA,1976,BOS,82,44,38,0,0.537,8572,8734,-162,11
NBA,1976,CLE,82,43,39,0,0.524,8370,8278,92,12
NBA,1976,KCK,82,40,42,0,0.488,8828,8756,72,13
NBA,1976,NYK,82,40,42,0,0.488,8905,8906,-1,14
NBA,1976,SEA,82,40,42,0,0.488,8524,8651,-127,15
NBA,1976,IND,82,36,46,0,0.439,8758,8903,-145,16
NBA,1976,NOJ,82,35,47,0,0.427,8574,8805,-231,17
NBA,1976,PHX,82,34,48,0,0.415,8603,8543,60,18
NBA,1976,ATL,82,31,51,0,0.378,8394,8727,-333,19
NBA,1976,MIL,82,30,52,0,0.366,8889,9145,-256,20
NBA,1976,BUF,82,30,52,0,0.366,8612,8976,-364,21
NBA,1976,NYN,82,22,60,0,0.268,7865,8421,-556,22
NBA,1977,POR,82,58,24,0,0.707,8829,8325,504,1
NBA,1977,PHI,82,55,27,0,0.671,9409,8987,422,2
NBA,1977,SAS,82,52,30,0,0.634,9385,9110,275,3
NBA,1977,PHX,82,49,33,0,0.598,9211,8905,306,4
NBA,1977,DEN,82,48,34,0,0.585,9164,9096,68,5
NBA,1977,SEA,82,47,35,0,0.573,8565,8438,127,6
NBA,1977,LAL,82,45,37,0,0.549,9044,8825,219,7
NBA,1977,WAS,82,44,38,0,0.537,9047,8971,76,8
NBA,1977,MIL,82,44,38,0,0.537,9214,9262,-48,9
NBA,1977,CLE,82,43,39,0,0.524,8561,8522,39,10
NBA,1977,GSW,82,43,39,0,0.524,8698,8670,28,11
NBA,1977,NYK,82,43,39,0,0.524,9300,9345,-45,12
NBA,1977,ATL,82,41,41,0,0.5,8506,8517,-11,13
NBA,1977,CHI,82,40,42,0,0.488,8523,8596,-73,14
NBA,1977,NOJ,82,39,43,0,0.476,8826,8979,-153,15
NBA,1977,DET,82,38,44,0,0.463,8936,9038,-102,16
NBA,1977,BOS,82,32,50,0,0.39,8670,8830,-160,17
NBA,1977,KCK,82,31,51,0,0.378,8977,9132,-155,18
NBA,1977,IND,82,31,51,0,0.378,8904,9109,-205,19
NBA,1977,HOU,82,28,54,0,0.341,8513,8841,-328,20
NBA,1977,BUF,82,27,55,0,0.329,8634,8941,-307,21
NBA,1977,NJN,82,24,58,0,0.293,8746,9223,-477,22
NBA,1978,WAS,82,54,28,0,0.659,9423,9014,409,1
NBA,1978,SEA,82,52,30,0,0.634,8740,8517,223,2
NBA,1978,PHX,82,50,32,0,0.61,9459,9156,303,3
NBA,1978,SAS,82,48,34,0,0.585,9780,9355,425,4
NBA,1978,KCK,82,48,34,0,0.585,9274,9038,236,5
NBA,1978,LAL,82,47,35,0,0.573,9260,9009,251,6
NBA,1978,PHI,82,47,35,0,0.573,8983,8831,152,7
NBA,1978,DEN,82,47,35,0,0.573,9080,8975,105,8
NBA,1978,HOU,82,47,35,0,0.573,9297,9217,80,9
NBA,1978,ATL,82,46,36,0,0.561,8950,8779,171,10
NBA,1978,POR,82,45,37,0,0.549,8888,8785,103,11
NBA,1978,SDC,82,43,39,0,0.524,9278,9424,-146,12
NBA,1978,MIL,82,38,44,0,0.463,9353,9171,182,13
NBA,1978,GSW,82,38,44,0,0.463,8621,8590,31,14
NBA,1978,IND,82,38,44,0,0.463,8909,9040,-131,15
NBA,1978,NJN,82,37,45,0,0.451,8832,9174,-342,16
NBA,1978,NYK,82,31,51,0,0.378,8830,9107,-277,17
NBA,1978,CHI,82,31,51,0,0.378,8588,8913,-325,18
NBA,1978,DET,82,30,52,0,0.366,9023,9242,-219,19
NBA,1978,CLE,82,30,52,0,0.366,8732,9037,-305,20
NBA,1978,BOS,82,29,53,0,0.354,8874,9288,-414,21
NBA,1978,NOJ,82,26,56,0,0.317,8882,9394,-512,22
NBA,1979,BOS,82,61,21,0,0.744,9303,8664,639,1
NBA,1979,LAL,82,60,22,0,0.732,9438,8954,484,2
NBA,1979,PHI,82,59,23,0,0.72,8949,8603,346,3
NBA,1979,SEA,82,56,26,0,0.683,8897,8515,382,4
NBA,1979,PHX,82,55,27,0,0.671,9114,8819,295,5
NBA,1979,ATL,82,50,32,0,0.61,8573,8334,239,6
NBA,1979,MIL,82,49,33,0,0.598,9025,8702,323,7
NBA,1979,KCK,82,47,35,0,0.573,8860,8603,257,8
NBA,1979,HOU,82,41,41,0,0.5,9084,9070,14,9
NBA,1979,SAS,82,41,41,0,0.5,9788,9819,-31,10
NBA,1979,NYK,82,39,43,0,0.476,9344,9438,-94,11
NBA,1979,WAS,82,39,43,0,0.476,8773,8982,-209,12
NBA,1979,POR,82,38,44,0,0.463,8402,8469,-67,13
NBA,1979,CLE,82,37,45,0,0.451,9360,9332,28,14
NBA,1979,IND,82,37,45,0,0.451,9119,9176,-57,15
NBA,1979,SDC,82,35,47,0,0.427,8820,9160,-340,16
NBA,1979,NJN,82,34,48,0,0.415,8879,8975,-96,17
NBA,1979,CHI,82,30,52,0,0.366,8813,9035,-222,18
NBA,1979,DEN,82,30,52,0,0.366,8878,9240,-362,19
NBA,1979,GSW,82,24,58,0,0.293,8493,8853,-360,20
NBA,1979,UTA,82,24,58,0,0.293,8394,8887,-493,21
NBA,1979,DET,82,16,66,0,0.195,8933,9609,-676,22
NBA,1980,PHI,82,62,20,0,0.756,9156,8512,644,1
NBA,1980,BOS,82,62,20,0,0.756,9008,8526,482,2
NBA,1980,MIL,82,60,22,0,0.732,9276,8680,596,3
NBA,1980,PHX,82,57,25,0,0.695,9019,8567,452,4
NBA,1980,LAL,82,54,28,0,0.659,9117,8802,315,5
NBA,1980,SAS,82,52,30,0,0.634,9209,8973,236,6
NBA,1980,NYK,82,50,32,0,0.61,8849,8716,133,7
NBA,1980,CHI,82,45,37,0,0.549,8937,8775,162,8
NBA,1980,POR,82,45,37,0,0.549,9080,9007,73,9
NBA,1980,IND,82,44,38,0,0.537,8827,8712,115,10
NBA,1980,HOU,82,40,42,0,0.488,8878,8851,27,11
NBA,1980,KCK,82,40,42,0,0.488,8769,8768,1,12
NBA,1980,WAS,82,39,43,0,0.476,8662,8661,1,13
