league,season,team_std,team_full
serie_a,2015,BOLG,Bologna
serie_a,2015,CARP,Carpi
serie_a,2015,CHI,Chievo
serie_a,2015,EMP,Empoli
serie_a,2015,FIO,Fiorentina
serie_a,2015,FRO,Frosinone
serie_a,2015,GEN,Genoa
serie_a,2015,INT,Inter
serie_a,2015,JUV,Juventus
serie_a,2015,LAZ,Lazio
serie_a,2015,MIL,Milan
serie_a,2015,NAP,Napoli
serie_a,2015,PAL,Palermo
serie_a,2015,ROM,Roma
serie_a,2015,SAM,Sampdoria
serie_a,2015,SAS,Sassuolo
serie_a,2015,TOR,Torino
serie_a,2015,UDI,Udinese
serie_a,2015,VER,Verona
serie_a,2016,ATA,Atalanta
serie_a,2016,BOLG,Bologna
serie_a,2016,CAG,Cagliari
serie_a,2016,CHI,Chievo
serie_a,2016,CRO,Crotone
serie_a,2016,EMP,Empoli
serie_a,2016,FIO,Fiorentina
serie_a,2016,GEN,Genoa
serie_a,2016,INT,Inter
serie_a,2016,JUV,Juventus
serie_a,2016,LAZ,Lazio
serie_a,2016,MIL,Milan
serie_a,2016,NAP,Napoli
serie_a,2016,PAL,Palermo
serie_a,2016,PES,Pescara
serie_a,2016,ROM,Roma
serie_a,2016,SAM,Sampdoria
serie_a,2016,SAS,Sassuolo
serie_a,2016,TOR,Torino
serie_a,2016,UDI,Udinese
serie_a,2017,ATA,Atalanta
serie_a,2017,BEN,Benevento
serie_a,2017,BOLG,Bologna
serie_a,2017,CAG,Cagliari
serie_a,2017,CHI,Chievo
serie_a,2017,CRO,Crotone
serie_a,2017,FIO,Fiorentina
serie_a,2017,GEN,Genoa
serie_a,2017,INT,Inter
serie_a,2017,JUV,Juventus
serie_a,2017,LAZ,Lazio
serie_a,2017,MIL,Milan
serie_a,2017,NAP,Napoli
serie_a,2017,ROM,Roma
serie_a,2017,SAM,Sampdoria
serie_a,2017,SAS,Sassuolo
serie_a,2017,SPA,Spal
serie_a,2017,TOR,Torino
serie_a,2017,UDI,Udinese
serie_a,2017,VER,Verona
serie_a,2018,ATA,Atalanta
serie_a,2018,BOLG,Bologna
serie_a,2018,CAG,Cagliari
serie_a,2018,CHI,Chievo
serie_a,2018,EMP,Empoli
serie_a,2018,FIO,Fiorentina
serie_a,2018,FRO,Frosinone
serie_a,2018,GEN,Genoa
serie_a,2018,INT,Inter
serie_a,2018,JUV,Juventus
serie_a,2018,LAZ,Lazio
serie_a,2018,MIL,Milan
serie_a,2018,NAP,Napoli
serie_a,2018,PAR,Parma
serie_a,2018,ROM,Roma
serie_a,2018,SAM,Sampdoria
serie_a,2018,SAS,Sassuolo
serie_a,2018,SPA,Spal
serie_a,2018,TOR,Torino
serie_a,2018,UDI,Udinese
serie_a,2019,ATA,Atalanta
serie_a,2019,BOLG,Bologna
serie_a,2019,BRES,Brescia
serie_a,2019,CAG,Cagliari
serie_a,2019,FIO,Fiorentina
serie_a,2019,GEN,Genoa
serie_a,2019,INT,Inter
serie_a,2019,JUV,Juventus
serie_a,2019,LAZ,Lazio
serie_a,2019,LEC,Lecce
serie_a,2019,MIL,Milan
serie_a,2019,NAP,Napoli
serie_a,2019,PAR,Parma
serie_a,2019,ROM,Roma
serie_a,2019,SAM,Sampdoria
serie_a,2019,SAS,Sassuolo
serie_a,2019,SPA,Spal
serie_a,2019,TOR,Torino
serie_a,2019,UDI,Udinese
serie_a,2019,VER,Verona
serie_a,2020,ATA,Atalanta
serie_a,2020,BEN,Benevento
serie_a,2020,BOLG,Bologna
serie_a,2020,CAG,Cagliari
serie_a,2020,CRO,Crotone
serie_a,2020,FIO,Fiorentina
serie_a,2020,GEN,Genoa
serie_a,2020,INT,Inter
serie_a,2020,JUV,Juventus
serie_a,2020,LAZ,Lazio
serie_a,2020,MIL,Milan
serie_a,2020,NAP,Napoli
serie_a,2020,PAR,Parma
serie_a,2020,ROM,Roma
serie_a,2020,SAM,Sampdoria
serie_a,2020,SAS,Sassuolo
serie_a,2020,SPE,Spezia
serie_a,2020,TOR,Torino
serie_a,2020,UDI,Udinese
serie_a,2020,VER,Verona
serie_a,2021,ATA,Atalanta
serie_a,2021,BOLG,Bologna
serie_a,2021,CAG,Cagliari
serie_a,2021,EMP,Empoli
serie_a,2021,FIO,Fiorentina
serie_a,2021,GEN,Genoa
serie_a,2021,INT,Inter
serie_a,2021,JUV,Juventus
serie_a,2021,LAZ,Lazio
serie_a,2021,MIL,Milan
serie_a,2021,NAP,Napoli
serie_a,2021,ROM,Roma
serie_a,2021,SAL,Salernitana
serie_a,2021,SAM,Sampdoria
serie_a,2021,SAS,Sassuolo
serie_a,2021,SPE,Spezia
serie_a,2021,TOR,Torino
serie_a,2021,UDI,Udinese
serie_a,2021,VEN,Venezia
serie_a,2021,VER,Verona
serie_a,2022,ATA,Atalanta
serie_a,2022,BOLG,Bologna
serie_a,2022,CRE,Cremonese
serie_a,2022,EMP,Empoli
serie_a,2022,FIO,Fiorentina
serie_a,2022,INT,Inter
serie_a,2022,JUV,Juventus
serie_a,2022,LAZ,Lazio
serie_a,2022,LEC,Lecce
serie_a,2022,MIL,Milan
serie_a,2022,MON,Monza
serie_a,2022,NAP,Napoli
serie_a,2022,ROM,Roma
serie_a,2022,SAL,Salernitana
serie_a,2022,SAM,Sampdoria
serie_a,2022,SAS,Sassuolo
serie_a,2022,SPE,Spezia
serie_a,2022,TOR,Torino
serie_a,2022,UDI,Udinese
serie_a,2022,VER,Verona
serie_a,2023,ATA,Atalanta
serie_a,2023,BOLG,Bologna
serie_a,2023,CAG,Cagliari
serie_a,2023,EMP,Empoli
serie_a,2023,FIO,Fiorentina
serie_a,2023,FRO,Frosinone
serie_a,2023,GEN,Genoa
serie_a,2023,INT,Inter
serie_a,2023,JUV,Juventus
serie_a,2023,LAZ,Lazio
serie_a,2023,LEC,Lecce
serie_a,2023,MIL,Milan
serie_a,2023,MON,Monza
serie_a,2023,NAP,Napoli
serie_a,2023,ROM,Roma
serie_a,2023,SAL,Salernitana
serie_a,2023,SAS,Sassuolo
serie_a,2023,TOR,Torino
serie_a,2023,UDI,Udinese
serie_a,2023,VER,Verona
serie_a,2024,ATA,Atalanta
serie_a,2024,BOLG,Bologna
serie_a,2024,CAG,Cagliari
serie_a,2024,COM,Como
serie_a,2024,EMP,Empoli
serie_a,2024,FIO,Fiorentina
serie_a,2024,GEN,Genoa
serie_a,2024,INT,Inter
serie_a,2024,JUV,Juventus
serie_a,2024,LAZ,Lazio
serie_a,2024,LEC,Lecce
serie_a,2024,MIL,Milan
serie_a,2024,MON,Monza
serie_a,2024,NAP,Napoli
serie_a,2024,PAR,Parma
serie_a,2024,ROM,Roma
serie_a,2024,TOR,Torino
serie_a,2024,UDI,Udinese
serie_a,2024,VEN,Venezia
serie_a,2024,VER,Verona
