league,season,team,first_half_pts,second_half_pts
Bundesliga,2015,M'G,82.3529411764706,82.3529411764706
Bundesliga,2015,MAI,70.58823529411765,70.58823529411765
Bundesliga,2015,SCH,76.47058823529412,76.47058823529412
Bundesliga,2015,STU,5.882352941176471,5.882352941176471
Bundesliga,2015,WERB,29.411764705882355,29.411764705882355
Bundesliga,2015,WOB,58.82352941176471,58.82352941176471
Bundesliga,2016,AUG,29.411764705882355,29.411764705882355
Bundesliga,2016,BAY,100.0,100.0
Bundesliga,2016,DAR,0.0,0.0
Bundesliga,2016,DOR,88.23529411764706,88.23529411764706
Bundesliga,2016,EINF,41.1764705882353,41.1764705882353
Bundesliga,2016,FRE,64.70588235294117,64.70588235294117
Bundesliga,2016,HAM,23.529411764705884,23.529411764705884
Bundesliga,2016,HERT,70.58823529411765,70.58823529411765
Bundesliga,2016,HOF,82.3529411764706,82.3529411764706
Bundesliga,2016,ING,5.882352941176471,5.882352941176471
Bundesliga,2016,KOL,76.47058823529412,76.47058823529412
Bundesliga,2016,LEVK,35.294117647058826,35.294117647058826
Bundesliga,2016,M'G,52.94117647058824,52.94117647058824
Bundesliga,2016,MAI,17.647058823529413,17.647058823529413
Bundesliga,2016,RBL,94.11764705882354,94.11764705882354
Bundesliga,2016,SCH,47.05882352941177,47.05882352941177
Bundesliga,2016,WERB,58.82352941176471,58.82352941176471
Bundesliga,2016,WOB,11.764705882352942,11.764705882352942
Bundesliga,2017,AUG,35.294117647058826,35.294117647058826
Bundesliga,2017,BAY,100.0,100.0
Bundesliga,2017,DOR,82.3529411764706,82.3529411764706
Bundesliga,2017,EINF,58.82352941176471,58.82352941176471
Bundesliga,2017,FRE,17.647058823529413,17.647058823529413
Bundesliga,2017,HAM,5.882352941176471,5.882352941176471
Bundesliga,2017,HAN,29.411764705882355,29.411764705882355
Bundesliga,2017,HERT,47.05882352941177,47.05882352941177
Bundesliga,2017,HOF,88.23529411764706,88.23529411764706
Bundesliga,2017,KOL,0.0,0.0
Bundesliga,2017,LEVK,76.47058823529412,76.47058823529412
Bundesliga,2017,M'G,52.94117647058824,52.94117647058824
Bundesliga,2017,MAI,23.529411764705884,23.529411764705884
Bundesliga,2017,RBL,70.58823529411765,70.58823529411765
Bundesliga,2017,SCH,94.11764705882354,94.11764705882354
Bundesliga,2017,STU,64.70588235294117,64.70588235294117
Bundesliga,2017,WERB,41.1764705882353,41.1764705882353
