league,season,total_matches,total_upsets_seed_1,upset_frequency_seed_1,total_upsets_seed_2,upset_frequency_seed_2,total_upsets_seed_3,upset_frequency_seed_3,total_upsets_seed_4,upset_frequency_seed_4,total_upsets_seed_5,upset_frequency_seed_5,total_upsets_seed_6,upset_frequency_seed_6,total_upsets_seed_7,upset_frequency_seed_7,total_upsets_seed_8,upset_frequency_seed_8,total_upsets_seed_9,upset_frequency_seed_9,total_upsets_seed_10,upset_frequency_seed_10,total_upsets_avg,upset_frequency_avg
serie_a,2000,306,127.5,0.4166666666666667,133.5,0.4362745098039216,131.5,0.4297385620915033,125.5,0.41013071895424835,132.0,0.43137254901960786,117.5,0.3839869281045752,128.5,0.4199346405228758,129.5,0.42320261437908496,129.5,0.42320261437908496,127.0,0.4150326797385621,128.2,0.4189542483660131
serie_a,2001,306,138.0,0.45098039215686275,133.5,0.4362745098039216,126.0,0.4117647058823529,141.5,0.4624183006535948,127.5,0.4166666666666667,138.5,0.4526143790849673,121.0,0.3954248366013072,128.5,0.4199346405228758,117.0,0.38235294117647056,121.5,0.39705882352941174,129.3,0.42254901960784313
serie_a,2002,306,130.5,0.4264705882352941,127.0,0.4150326797385621,133.5,0.4362745098039216,141.5,0.4624183006535948,132.0,0.43137254901960786,124.5,0.4068627450980392,132.0,0.43137254901960786,119.0,0.3888888888888889,138.5,0.4526143790849673,130.0,0.42483660130718953,130.85,0.4276143790849673
serie_a,2005,380,164.0,0.43157894736842106,161.0,0.4236842105263158,174.0,0.45789473684210524,151.0,0.3973684210526316,169.5,0.44605263157894737,157.0,0.4131578947368421,158.5,0.41710526315789476,167.5,0.4407894736842105,165.0,0.4342105263157895,162.0,0.4263157894736842,162.95,0.4288157894736842
serie_a,2006,380,165.5,0.4355263157894737,169.0,0.44473684210526315,173.5,0.45657894736842103,171.0,0.45,164.5,0.4328947368421053,164.5,0.4328947368421053,148.5,0.3907894736842105,164.5,0.4328947368421053,164.5,0.4328947368421053,150.0,0.39473684210526316,163.55,0.4303947368421053
serie_a,2007,380,157.0,0.4131578947368421,161.5,0.425,157.5,0.4144736842105263,167.0,0.4394736842105263,154.5,0.40657894736842104,161.0,0.4236842105263158,163.0,0.42894736842105263,156.0,0.4105263157894737,161.0,0.4236842105263158,162.0,0.4263157894736842,160.05,0.4211842105263158
serie_a,2008,380,158.5,0.41710526315789476,164.0,0.43157894736842106,155.0,0.40789473684210525,160.0,0.42105263157894735,156.0,0.4105263157894737,163.0,0.42894736842105263,167.5,0.4407894736842105,160.0,0.42105263157894735,159.5,0.41973684210526313,165.5,0.4355263157894737,160.9,0.42342105263157903
serie_a,2009,380,156.0,0.4105263157894737,163.5,0.43026315789473685,163.5,0.43026315789473685,165.5,0.4355263157894737,164.5,0.4328947368421053,153.0,0.4026315789473684,157.0,0.4131578947368421,169.5,0.44605263157894737,172.0,0.45263157894736844,164.0,0.43157894736842106,162.85,0.42855263157894735
serie_a,2010,380,167.5,0.4407894736842105,165.0,0.4342105263157895,164.0,0.43157894736842106,154.5,0.40657894736842104,167.0,0.4394736842105263,169.0,0.44473684210526315,167.0,0.4394736842105263,167.5,0.4407894736842105,161.5,0.425,159.0,0.41842105263157897,164.2,0.4321052631578947
serie_a,2011,380,159.5,0.41973684210526313,160.0,0.42105263157894735,172.0,0.45263157894736844,173.0,0.45526315789473687,154.0,0.4052631578947368,154.0,0.4052631578947368,158.5,0.41710526315789476,157.5,0.4144736842105263,169.0,0.44473684210526315,167.0,0.4394736842105263,162.45,0.42750000000000005
serie_a,2012,380,163.0,0.42894736842105263,156.0,0.4105263157894737,165.5,0.4355263157894737,168.0,0.4421052631578947,157.0,0.4131578947368421,159.0,0.41842105263157897,157.0,0.4131578947368421,152.5,0.40131578947368424,161.0,0.4236842105263158,164.0,0.43157894736842106,160.3,0.42184210526315785
