league,season,date,home_team,away_team,actual_home_team_result,skilled_league_home_team_result
Premier League,2012,2012-12-30,QPR,LIVP,-1,-1
Premier League,2012,2013-01-01,MANC,STO,1,1
Premier League,2012,2013-01-01,SOU,ARS,0,-1
Premier League,2012,2013-01-01,SWA,AVL,0,1
Premier League,2012,2013-01-01,TOT,REA,1,1
Premier League,2012,2013-01-01,WBA,FUL,-1,1
Premier League,2012,2013-01-01,WHU,NOR,1,1
Premier League,2012,2013-01-01,WIG,MANU,-1,-1
Premier League,2012,2013-01-02,CHE,QPR,-1,1
Premier League,2012,2013-01-02,LIVP,SUN,1,1
Premier League,2012,2013-01-02,NEW,EVE,-1,-1
Premier League,2012,2013-01-12,AVL,SOU,-1,-1
Premier League,2012,2013-01-12,EVE,SWA,0,1
Premier League,2012,2013-01-12,FUL,WIG,0,1
Premier League,2012,2013-01-12,NOR,NEW,0,1
Premier League,2012,2013-01-12,QPR,TOT,0,-1
Premier League,2012,2013-01-12,REA,WBA,1,-1
Premier League,2012,2013-01-12,STO,CHE,-1,-1
Premier League,2012,2013-01-12,SUN,WHU,1,-1
Premier League,2012,2013-01-13,ARS,MANC,-1,-1
Premier League,2012,2013-01-13,MANU,LIVP,1,1
Premier League,2012,2013-01-16,CHE,SOU,0,1
Premier League,2012,2013-01-19,LIVP,NOR,1,1
Premier League,2012,2013-01-19,MANC,FUL,1,1
Premier League,2012,2013-01-19,NEW,REA,-1,1
Premier League,2012,2013-01-19,SWA,STO,1,1
Premier League,2012,2013-01-19,WBA,AVL,0,1
Premier League,2012,2013-01-19,WHU,QPR,0,1
Premier League,2012,2013-01-19,WIG,SUN,-1,-1
Premier League,2012,2013-01-20,CHE,ARS,1,1
Premier League,2012,2013-01-20,TOT,MANU,0,-1
Premier League,2012,2013-01-21,SOU,EVE,0,-1
Premier League,2012,2013-01-23,ARS,WHU,1,1
Premier League,2012,2013-01-29,AVL,NEW,-1,1
Premier League,2012,2013-01-29,QPR,MANC,0,-1
Premier League,2012,2013-01-29,STO,WIG,0,1
Premier League,2012,2013-01-29,SUN,SWA,0,-1
Premier League,2012,2013-01-30,ARS,LIVP,0,1
Premier League,2012,2013-01-30,EVE,WBA,1,1
Premier League,2012,2013-01-30,FUL,WHU,1,-1
Premier League,2012,2013-01-30,MANU,SOU,1,1
Premier League,2012,2013-01-30,NOR,TOT,0,-1
Premier League,2012,2013-01-30,REA,CHE,0,-1
Premier League,2012,2013-02-02,ARS,STO,1,1
Premier League,2012,2013-02-02,EVE,AVL,0,1
Premier League,2012,2013-02-02,FUL,MANU,-1,-1
Premier League,2012,2013-02-02,NEW,CHE,1,-1
Premier League,2012,2013-02-02,QPR,NOR,0,-1
Premier League,2012,2013-02-02,REA,SUN,1,-1
Premier League,2012,2013-02-02,WHU,SWA,1,-1
Premier League,2012,2013-02-02,WIG,SOU,0,-1
Premier League,2012,2013-02-03,MANC,LIVP,0,1
Premier League,2012,2013-02-03,WBA,TOT,-1,-1
Premier League,2012,2013-02-09,CHE,WIG,1,1
Premier League,2012,2013-02-09,NOR,FUL,0,1
Premier League,2012,2013-02-09,SOU,MANC,1,-1
Premier League,2012,2013-02-09,STO,REA,1,1
Premier League,2012,2013-02-09,SUN,ARS,-1,-1
Premier League,2012,2013-02-09,SWA,QPR,1,1
Premier League,2012,2013-02-09,TOT,NEW,1,1
Premier League,2012,2013-02-10,AVL,WHU,1,-1
Premier League,2012,2013-02-10,MANU,EVE,1,1
Premier League,2012,2013-02-11,LIVP,WBA,-1,1
Premier League,2012,2013-02-17,LIVP,SWA,1,1
Premier League,2012,2013-02-23,ARS,AVL,1,1
Premier League,2012,2013-02-23,FUL,STO,1,1
Premier League,2012,2013-02-23,NOR,EVE,1,-1
Premier League,2012,2013-02-23,QPR,MANU,-1,-1
Premier League,2012,2013-02-23,REA,WIG,-1,-1
Premier League,2012,2013-02-23,WBA,SUN,1,1
Premier League,2012,2013-02-24,MANC,CHE,1,1
Premier League,2012,2013-02-24,NEW,SOU,1,-1
Premier League,2012,2013-02-25,WHU,TOT,-1,-1
Premier League,2012,2013-03-02,CHE,WBA,1,1
Premier League,2012,2013-03-02,EVE,REA,1,1
Premier League,2012,2013-03-02,MANU,NOR,1,1
Premier League,2012,2013-03-02,SOU,QPR,-1,1
Premier League,2012,2013-03-02,STO,WHU,-1,-1
Premier League,2012,2013-03-02,SUN,FUL,0,-1
Premier League,2012,2013-03-02,SWA,NEW,1,1
Premier League,2012,2013-03-02,WIG,LIVP,-1,-1
Premier League,2012,2013-03-03,TOT,ARS,1,-1
Premier League,2012,2013-03-04,AVL,MANC,-1,-1
Premier League,2012,2013-03-09,NOR,SOU,0,1
Premier League,2012,2013-03-09,QPR,SUN,1,-1
Premier League,2012,2013-03-09,REA,AVL,-1,-1
Premier League,2012,2013-03-09,WBA,SWA,1,1
Premier League,2012,2013-03-10,LIVP,TOT,1,-1
Premier League,2012,2013-03-10,NEW,STO,1,-1
Premier League,2012,2013-03-16,AVL,QPR,1,1
Premier League,2012,2013-03-16,EVE,MANC,1,-1
Premier League,2012,2013-03-16,MANU,REA,1,1
Premier League,2012,2013-03-16,SOU,LIVP,1,-1
Premier League,2012,2013-03-16,STO,WBA,0,-1
Premier League,2012,2013-03-16,SWA,ARS,-1,-1
Premier League,2012,2013-03-17,CHE,WHU,1,1
Premier League,2012,2013-03-17,SUN,NOR,0,-1
Premier League,2012,2013-03-17,TOT,FUL,-1,1
Premier League,2012,2013-03-17,WIG,NEW,1,-1
Premier League,2012,2013-03-30,ARS,REA,1,1
Premier League,2012,2013-03-30,EVE,STO,1,1
Premier League,2012,2013-03-30,MANC,NEW,1,1
Premier League,2012,2013-03-30,SOU,CHE,1,-1
Premier League,2012,2013-03-30,SUN,MANU,-1,-1
Premier League,2012,2013-03-30,SWA,TOT,-1,-1
Premier League,2012,2013-03-30,WHU,WBA,1,-1
Premier League,2012,2013-03-30,WIG,NOR,1,-1
Premier League,2012,2013-03-31,AVL,LIVP,-1,-1
Premier League,2012,2013-04-01,FUL,QPR,1,1
Premier League,2012,2013-04-06,NOR,SWA,0,-1
Premier League,2012,2013-04-06,REA,SOU,-1,-1
Premier League,2012,2013-04-06,STO,AVL,-1,1
Premier League,2012,2013-04-06,WBA,ARS,-1,-1
Premier League,2012,2013-04-07,CHE,SUN,1,1
Premier League,2012,2013-04-07,LIVP,WHU,0,1
Premier League,2012,2013-04-07,NEW,FUL,1,-1
Premier League,2012,2013-04-07,QPR,WIG,0,-1
Premier League,2012,2013-04-07,TOT,EVE,0,1
Premier League,2012,2013-04-08,MANU,MANC,-1,1
Premier League,2012,2013-04-13,ARS,NOR,1,1
Premier League,2012,2013-04-13,AVL,FUL,0,-1
Premier League,2012,2013-04-13,EVE,QPR,1,1
Premier League,2012,2013-04-13,REA,LIVP,0,-1
Premier League,2012,2013-04-13,SOU,WHU,0,-1
Premier League,2012,2013-04-14,NEW,SUN,-1,1
Premier League,2012,2013-04-14,STO,MANU,-1,-1
Premier League,2012,2013-04-16,ARS,EVE,0,1
Premier League,2012,2013-04-17,FUL,CHE,-1,-1
Premier League,2012,2013-04-17,MANC,WIG,1,1
Premier League,2012,2013-04-17,WHU,MANU,0,-1
Premier League,2012,2013-04-20,FUL,ARS,-1,-1
Premier League,2012,2013-04-20,NOR,REA,1,1
Premier League,2012,2013-04-20,QPR,STO,-1,-1
Premier League,2012,2013-04-20,SUN,EVE,1,-1
Premier League,2012,2013-04-20,SWA,SOU,0,1
Premier League,2012,2013-04-20,WBA,NEW,0,1
Premier League,2012,2013-04-20,WHU,WIG,1,1
Premier League,2012,2013-04-21,LIVP,CHE,0,-1
Premier League,2012,2013-04-21,TOT,MANC,1,-1
Premier League,2012,2013-04-22,MANU,AVL,1,1
Premier League,2012,2013-04-27,EVE,FUL,1,1
Premier League,2012,2013-04-27,MANC,WHU,1,1
Premier League,2012,2013-04-27,NEW,LIVP,-1,-1
Premier League,2012,2013-04-27,SOU,WBA,-1,-1
Premier League,2012,2013-04-27,STO,NOR,1,-1
Premier League,2012,2013-04-27,WIG,TOT,0,-1
Premier League,2012,2013-04-28,ARS,MANU,0,-1
Premier League,2012,2013-04-28,CHE,SWA,1,1
Premier League,2012,2013-04-28,REA,QPR,0,1
Premier League,2012,2013-04-29,AVL,SUN,1,1
Premier League,2012,2013-05-04,FUL,REA,-1,1
Premier League,2012,2013-05-04,NOR,AVL,-1,1
Premier League,2012,2013-05-04,QPR,ARS,-1,-1
Premier League,2012,2013-05-04,SWA,MANC,0,-1
Premier League,2012,2013-05-04,TOT,SOU,1,1
Premier League,2012,2013-05-04,WBA,WIG,-1,1
Premier League,2012,2013-05-04,WHU,NEW,0,1
Premier League,2012,2013-05-05,LIVP,EVE,0,-1
Premier League,2012,2013-05-05,MANU,CHE,-1,1
Premier League,2012,2013-05-06,SUN,STO,0,-1
Premier League,2012,2013-05-07,MANC,WBA,1,1
Premier League,2012,2013-05-07,WIG,SWA,-1,-1
Premier League,2012,2013-05-08,CHE,TOT,0,1
Premier League,2012,2013-05-11,AVL,CHE,-1,-1
Premier League,2012,2013-05-12,EVE,WHU,1,1
Premier League,2012,2013-05-12,FUL,LIVP,-1,-1
Premier League,2012,2013-05-12,MANU,SWA,1,1
Premier League,2012,2013-05-12,NOR,WBA,1,-1
Premier League,2012,2013-05-12,QPR,NEW,-1,-1
Premier League,2012,2013-05-12,STO,TOT,-1,-1
Premier League,2012,2013-05-12,SUN,SOU,0,-1
Premier League,2012,2013-05-14,ARS,WIG,1,1
Premier League,2012,2013-05-14,REA,MANC,-1,-1
Premier League,2012,2013-05-19,CHE,EVE,1,1
Premier League,2012,2013-05-19,LIVP,QPR,1,1
Premier League,2012,2013-05-19,MANC,NOR,-1,1
Premier League,2012,2013-05-19,NEW,ARS,-1,-1
Premier League,2012,2013-05-19,SOU,STO,0,-1
Premier League,2012,2013-05-19,SWA,FUL,-1,1
Premier League,2012,2013-05-19,TOT,SUN,1,1
Premier League,2012,2013-05-19,WBA,MANU,0,-1
Premier League,2012,2013-05-19,WHU,REA,1,1
Premier League,2012,2013-05-19,WIG,AVL,0,-1
Premier League,2013,2013-08-17,ARS,AVL,-1,1
Premier League,2013,2013-08-17,LIVP,STO,1,1
Premier League,2013,2013-08-17,NOR,EVE,0,-1
Premier League,2013,2013-08-17,SUN,FUL,-1,1
Premier League,2013,2013-08-17,SWA,MANU,-1,-1
Premier League,2013,2013-08-17,WBA,SOU,-1,-1
Premier League,2013,2013-08-17,WHU,CARD,1,1
Premier League,2013,2013-08-18,CHE,HUL,1,1
Premier League,2013,2013-08-18,CRY,TOT,-1,-1
Premier League,2013,2013-08-19,MANC,NEW,1,1
Premier League,2013,2013-08-21,CHE,AVL,1,1
Premier League,2013,2013-08-24,AVL,LIVP,-1,-1
Premier League,2013,2013-08-24,EVE,WBA,0,1
Premier League,2013,2013-08-24,FUL,ARS,-1,-1
Premier League,2013,2013-08-24,HUL,NOR,1,1
Premier League,2013,2013-08-24,NEW,WHU,0,1
Premier League,2013,2013-08-24,SOU,SUN,0,1
Premier League,2013,2013-08-24,STO,CRY,1,1
Premier League,2013,2013-08-25,CARD,MANC,1,-1
Premier League,2013,2013-08-25,TOT,SWA,1,1
Premier League,2013,2013-08-26,MANU,CHE,0,-1
Premier League,2013,2013-08-31,CARD,EVE,0,-1
Premier League,2013,2013-08-31,CRY,SUN,1,1
Premier League,2013,2013-08-31,MANC,HUL,1,1
Premier League,2013,2013-08-31,NEW,FUL,1,1
Premier League,2013,2013-08-31,NOR,SOU,1,-1
Premier League,2013,2013-08-31,WHU,STO,-1,-1
Premier League,2013,2013-09-01,ARS,TOT,1,1
Premier League,2013,2013-09-01,LIVP,MANU,1,1
Premier League,2013,2013-09-01,WBA,SWA,-1,-1
Premier League,2013,2013-09-14,AVL,NEW,-1,-1
Premier League,2013,2013-09-14,EVE,CHE,1,-1
Premier League,2013,2013-09-14,FUL,WBA,0,-1
Premier League,2013,2013-09-14,HUL,CARD,0,1
Premier League,2013,2013-09-14,MANU,CRY,1,1
Premier League,2013,2013-09-14,STO,MANC,0,-1
Premier League,2013,2013-09-14,SUN,ARS,-1,-1
Premier League,2013,2013-09-14,TOT,NOR,1,1
Premier League,2013,2013-09-15,SOU,WHU,0,1
Premier League,2013,2013-09-16,SWA,LIVP,0,-1
Premier League,2013,2013-09-21,CHE,FUL,1,1
Premier League,2013,2013-09-21,LIVP,SOU,-1,1
Premier League,2013,2013-09-21,NEW,HUL,-1,1
Premier League,2013,2013-09-21,NOR,AVL,-1,-1
Premier League,2013,2013-09-21,WBA,SUN,1,-1
Premier League,2013,2013-09-21,WHU,EVE,-1,-1
Premier League,2013,2013-09-22,ARS,STO,1,1
Premier League,2013,2013-09-22,CARD,TOT,-1,-1
Premier League,2013,2013-09-22,CRY,SWA,-1,1
Premier League,2013,2013-09-22,MANC,MANU,1,1
Premier League,2013,2013-09-28,AVL,MANC,1,-1
Premier League,2013,2013-09-28,FUL,CARD,-1,1
Premier League,2013,2013-09-28,HUL,WHU,1,-1
Premier League,2013,2013-09-28,MANU,WBA,-1,1
Premier League,2013,2013-09-28,SOU,CRY,1,1
Premier League,2013,2013-09-28,SWA,ARS,-1,-1
Premier League,2013,2013-09-28,TOT,CHE,0,-1
Premier League,2013,2013-09-29,STO,NOR,-1,1
Premier League,2013,2013-09-29,SUN,LIVP,-1,-1
Premier League,2013,2013-09-30,EVE,NEW,1,1
Premier League,2013,2013-10-05,CARD,NEW,-1,-1
Premier League,2013,2013-10-05,FUL,STO,1,-1
Premier League,2013,2013-10-05,HUL,AVL,0,-1
Premier League,2013,2013-10-05,LIVP,CRY,1,1
Premier League,2013,2013-10-05,MANC,EVE,1,1
Premier League,2013,2013-10-05,SUN,MANU,-1,-1
Premier League,2013,2013-10-06,NOR,CHE,-1,-1
Premier League,2013,2013-10-06,SOU,SWA,1,1
Premier League,2013,2013-10-06,TOT,WHU,-1,1
Premier League,2013,2013-10-06,WBA,ARS,0,-1
Premier League,2013,2013-10-19,ARS,NOR,1,1
Premier League,2013,2013-10-19,CHE,CARD,1,1
Premier League,2013,2013-10-19,EVE,HUL,1,1
Premier League,2013,2013-10-19,MANU,SOU,0,1
Premier League,2013,2013-10-19,NEW,LIVP,0,-1
Premier League,2013,2013-10-19,STO,WBA,0,1
Premier League,2013,2013-10-19,SWA,SUN,1,1
Premier League,2013,2013-10-19,WHU,MANC,-1,-1
Premier League,2013,2013-10-20,AVL,TOT,-1,-1
Premier League,2013,2013-10-21,CRY,FUL,-1,1
Premier League,2013,2013-10-26,AVL,EVE,-1,-1
Premier League,2013,2013-10-26,CRY,ARS,-1,-1
Premier League,2013,2013-10-26,LIVP,WBA,1,1
Premier League,2013,2013-10-26,MANU,STO,1,1
Premier League,2013,2013-10-26,NOR,CARD,0,1
Premier League,2013,2013-10-26,SOU,FUL,1,1
Premier League,2013,2013-10-27,CHE,MANC,1,-1
Premier League,2013,2013-10-27,SUN,NEW,1,-1
Premier League,2013,2013-10-27,SWA,WHU,0,1
Premier League,2013,2013-10-27,TOT,HUL,1,1
Premier League,2013,2013-11-02,ARS,LIVP,1,-1
Premier League,2013,2013-11-02,FUL,MANU,-1,-1
Premier League,2013,2013-11-02,HUL,SUN,1,-1
Premier League,2013,2013-11-02,MANC,NOR,1,1
Premier League,2013,2013-11-02,NEW,CHE,1,-1
Premier League,2013,2013-11-02,STO,SOU,0,-1
Premier League,2013,2013-11-02,WBA,CRY,1,-1
Premier League,2013,2013-11-02,WHU,AVL,0,1
Premier League,2013,2013-11-03,CARD,SWA,1,-1
Premier League,2013,2013-11-03,EVE,TOT,0,1
Premier League,2013,2013-11-09,AVL,CARD,1,1
Premier League,2013,2013-11-09,CHE,WBA,0,1
Premier League,2013,2013-11-09,CRY,EVE,0,-1
Premier League,2013,2013-11-09,LIVP,FUL,1,1
Premier League,2013,2013-11-09,NOR,WHU,1,-1
Premier League,2013,2013-11-09,SOU,HUL,1,1
Premier League,2013,2013-11-10,MANU,ARS,1,-1
Premier League,2013,2013-11-10,SUN,MANC,1,-1
Premier League,2013,2013-11-10,SWA,STO,0,-1
Premier League,2013,2013-11-10,TOT,NEW,-1,1
Premier League,2013,2013-11-23,ARS,SOU,1,1
Premier League,2013,2013-11-23,EVE,LIVP,0,-1
Premier League,2013,2013-11-23,FUL,SWA,-1,-1
Premier League,2013,2013-11-23,HUL,CRY,-1,-1
Premier League,2013,2013-11-23,NEW,NOR,1,1
Premier League,2013,2013-11-23,STO,SUN,1,1
Premier League,2013,2013-11-23,WHU,CHE,-1,-1
Premier League,2013,2013-11-24,CARD,MANU,0,-1
Premier League,2013,2013-11-24,MANC,TOT,1,1
Premier League,2013,2013-11-25,WBA,AVL,0,-1
Premier League,2013,2013-11-30,AVL,SUN,0,-1
Premier League,2013,2013-11-30,CARD,ARS,-1,-1
Premier League,2013,2013-11-30,EVE,STO,1,1
Premier League,2013,2013-11-30,NEW,WBA,1,1
Premier League,2013,2013-11-30,NOR,CRY,1,-1
Premier League,2013,2013-11-30,WHU,FUL,1,1
Premier League,2013,2013-12-01,CHE,SOU,1,1
Premier League,2013,2013-12-01,HUL,LIVP,1,-1
Premier League,2013,2013-12-01,MANC,SWA,1,1
Premier League,2013,2013-12-01,TOT,MANU,0,1
Premier League,2013,2013-12-03,CRY,WHU,1,1
Premier League,2013,2013-12-04,ARS,HUL,1,1
Premier League,2013,2013-12-04,FUL,TOT,-1,-1
Premier League,2013,2013-12-04,LIVP,NOR,1,1
Premier League,2013,2013-12-04,MANU,EVE,-1,-1
Premier League,2013,2013-12-04,SOU,AVL,-1,1
Premier League,2013,2013-12-04,STO,CARD,0,1
Premier League,2013,2013-12-04,SUN,CHE,-1,-1
Premier League,2013,2013-12-04,SWA,NEW,1,-1
Premier League,2013,2013-12-04,WBA,MANC,-1,-1
Premier League,2013,2013-12-07,CRY,CARD,1,1
Premier League,2013,2013-12-07,LIVP,WHU,1,1
Premier League,2013,2013-12-07,MANU,NEW,-1,1
Premier League,2013,2013-12-07,SOU,MANC,0,-1
Premier League,2013,2013-12-07,STO,CHE,1,-1
Premier League,2013,2013-12-07,SUN,TOT,-1,-1
Premier League,2013,2013-12-07,WBA,NOR,-1,1
Premier League,2013,2013-12-08,ARS,EVE,0,1
Premier League,2013,2013-12-08,FUL,AVL,1,-1
Premier League,2013,2013-12-09,SWA,HUL,0,1
Premier League,2013,2013-12-14,CARD,WBA,1,-1
Premier League,2013,2013-12-14,CHE,CRY,1,1
Premier League,2013,2013-12-14,EVE,FUL,1,1
Premier League,2013,2013-12-14,HUL,STO,0,-1
Premier League,2013,2013-12-14,MANC,ARS,1,1
Premier League,2013,2013-12-14,NEW,SOU,0,-1
Premier League,2013,2013-12-14,WHU,SUN,0,1
Premier League,2013,2013-12-15,AVL,MANU,-1,-1
Premier League,2013,2013-12-15,NOR,SWA,0,-1
Premier League,2013,2013-12-15,TOT,LIVP,-1,-1
Premier League,2013,2013-12-21,CRY,NEW,-1,-1
Premier League,2013,2013-12-21,FUL,MANC,-1,-1
Premier League,2013,2013-12-21,LIVP,CARD,1,1
Premier League,2013,2013-12-21,MANU,WHU,1,1
Premier League,2013,2013-12-21,STO,AVL,1,1
Premier League,2013,2013-12-21,SUN,NOR,0,1
Premier League,2013,2013-12-21,WBA,HUL,0,-1
Premier League,2013,2013-12-22,SOU,TOT,-1,-1
Premier League,2013,2013-12-22,SWA,EVE,-1,-1
Premier League,2013,2013-12-23,ARS,CHE,0,-1
Premier League,2013,2013-12-26,AVL,CRY,-1,-1
Premier League,2013,2013-12-26,CARD,SOU,-1,-1
Premier League,2013,2013-12-26,CHE,SWA,1,1
Premier League,2013,2013-12-26,EVE,SUN,-1,1
Premier League,2013,2013-12-26,HUL,MANU,-1,-1
Premier League,2013,2013-12-26,MANC,LIVP,1,1
Premier League,2013,2013-12-26,NEW,STO,1,-1
Premier League,2013,2013-12-26,NOR,FUL,-1,1
Premier League,2013,2013-12-26,TOT,WBA,0,1
Premier League,2013,2013-12-26,WHU,ARS,-1,-1
Premier League,2013,2013-12-28,AVL,SWA,0,-1
Premier League,2013,2013-12-28,CARD,SUN,0,-1
Premier League,2013,2013-12-28,HUL,FUL,1,1
Premier League,2013,2013-12-28,MANC,CRY,1,1
Premier League,2013,2013-12-28,NOR,MANU,-1,-1
Premier League,2013,2013-12-28,WHU,WBA,0,1
Premier League,2013,2013-12-29,CHE,LIVP,1,-1
Premier League,2013,2013-12-29,EVE,SOU,1,1
Premier League,2013,2013-12-29,NEW,ARS,-1,-1
Premier League,2013,2013-12-29,TOT,STO,1,1
Premier League,2013,2014-01-01,ARS,CARD,1,1
Premier League,2013,2014-01-01,CRY,NOR,0,1
Premier League,2013,2014-01-01,FUL,WHU,1,-1
Premier League,2013,2014-01-01,LIVP,HUL,1,1
Premier League,2013,2014-01-01,MANU,TOT,-1,-1
Premier League,2013,2014-01-01,SOU,CHE,-1,-1
Premier League,2013,2014-01-01,STO,EVE,0,-1
Premier League,2013,2014-01-01,SUN,AVL,-1,1
Premier League,2013,2014-01-01,SWA,MANC,-1,-1
Premier League,2013,2014-01-01,WBA,NEW,1,-1
Premier League,2013,2014-01-11,CARD,WHU,-1,-1
Premier League,2013,2014-01-11,EVE,NOR,1,1
Premier League,2013,2014-01-11,FUL,SUN,-1,-1
Premier League,2013,2014-01-11,HUL,CHE,-1,-1
Premier League,2013,2014-01-11,MANU,SWA,1,1
Premier League,2013,2014-01-11,SOU,WBA,1,1
Premier League,2013,2014-01-11,TOT,CRY,1,1
Premier League,2013,2014-01-12,NEW,MANC,-1,-1
Premier League,2013,2014-01-12,STO,LIVP,-1,-1
Premier League,2013,2014-01-13,AVL,ARS,-1,-1
Premier League,2013,2014-01-18,ARS,FUL,1,1
Premier League,2013,2014-01-18,CRY,STO,1,-1
Premier League,2013,2014-01-18,LIVP,AVL,0,1
Premier League,2013,2014-01-18,MANC,CARD,1,1
Premier League,2013,2014-01-18,NOR,HUL,1,-1
Premier League,2013,2014-01-18,SUN,SOU,0,-1
Premier League,2013,2014-01-18,WHU,NEW,-1,-1
Premier League,2013,2014-01-19,CHE,MANU,1,1
Premier League,2013,2014-01-19,SWA,TOT,-1,-1
Premier League,2013,2014-01-20,WBA,EVE,0,-1
Premier League,2013,2014-01-28,CRY,HUL,1,1
Premier League,2013,2014-01-28,LIVP,EVE,1,1
Premier League,2013,2014-01-28,MANU,CARD,1,1
Premier League,2013,2014-01-28,NOR,NEW,0,-1
Premier League,2013,2014-01-28,SOU,ARS,0,-1
Premier League,2013,2014-01-28,SWA,FUL,1,1
Premier League,2013,2014-01-29,AVL,WBA,1,1
Premier League,2013,2014-01-29,CHE,WHU,0,1
Premier League,2013,2014-01-29,SUN,STO,1,-1
Premier League,2013,2014-01-29,TOT,MANC,-1,-1
Premier League,2013,2014-02-01,CARD,NOR,1,-1
Premier League,2013,2014-02-01,EVE,AVL,1,1
Premier League,2013,2014-02-01,FUL,SOU,-1,-1
Premier League,2013,2014-02-01,HUL,TOT,0,-1
Premier League,2013,2014-02-01,NEW,SUN,-1,1
Premier League,2013,2014-02-01,STO,MANU,1,-1
Premier League,2013,2014-02-01,WHU,SWA,1,-1
Premier League,2013,2014-02-02,ARS,CRY,1,1
Premier League,2013,2014-02-02,WBA,LIVP,0,-1
Premier League,2013,2014-02-03,MANC,CHE,-1,1
Premier League,2013,2014-02-08,AVL,WHU,-1,-1
Premier League,2013,2014-02-08,CHE,NEW,1,1
Premier League,2013,2014-02-08,CRY,WBA,1,1
Premier League,2013,2014-02-08,LIVP,ARS,1,1
Premier League,2013,2014-02-08,NOR,MANC,0,-1
Premier League,2013,2014-02-08,SOU,STO,0,1
Premier League,2013,2014-02-08,SUN,HUL,-1,1
Premier League,2013,2014-02-08,SWA,CARD,1,1
Premier League,2013,2014-02-09,MANU,FUL,0,1
Premier League,2013,2014-02-09,TOT,EVE,1,-1
Premier League,2013,2014-02-11,CARD,AVL,0,-1
Premier League,2013,2014-02-11,HUL,SOU,-1,-1
Premier League,2013,2014-02-11,WBA,CHE,0,-1
Premier League,2013,2014-02-11,WHU,NOR,1,1
Premier League,2013,2014-02-12,ARS,MANU,0,1
Premier League,2013,2014-02-12,FUL,LIVP,-1,-1
Premier League,2013,2014-02-12,NEW,TOT,-1,-1
Premier League,2013,2014-02-12,STO,SWA,0,1
Premier League,2013,2014-02-22,ARS,SUN,1,1
Premier League,2013,2014-02-22,CARD,HUL,-1,-1
Premier League,2013,2014-02-22,CHE,EVE,1,1
Premier League,2013,2014-02-22,CRY,MANU,-1,-1
Premier League,2013,2014-02-22,MANC,STO,1,1
Premier League,2013,2014-02-22,WBA,FUL,0,1
Premier League,2013,2014-02-22,WHU,SOU,1,-1
Premier League,2013,2014-02-23,LIVP,SWA,1,1
Premier League,2013,2014-02-23,NEW,AVL,1,1
Premier League,2013,2014-02-23,NOR,TOT,1,-1
Premier League,2013,2014-03-01,EVE,WHU,1,1
Premier League,2013,2014-03-01,FUL,CHE,-1,-1
Premier League,2013,2014-03-01,HUL,NEW,-1,-1
Premier League,2013,2014-03-01,SOU,LIVP,-1,-1
Premier League,2013,2014-03-01,STO,ARS,1,-1
Premier League,2013,2014-03-02,AVL,NOR,1,1
Premier League,2013,2014-03-02,SWA,CRY,0,-1
Premier League,2013,2014-03-02,TOT,CARD,1,1
Premier League,2013,2014-03-08,CARD,FUL,1,-1
Premier League,2013,2014-03-08,CHE,TOT,1,1
Premier League,2013,2014-03-08,CRY,SOU,-1,-1
Premier League,2013,2014-03-08,NOR,STO,0,-1
Premier League,2013,2014-03-08,WBA,MANU,-1,-1
Premier League,2013,2014-03-15,AVL,CHE,1,-1
Premier League,2013,2014-03-15,EVE,CARD,1,1
Premier League,2013,2014-03-15,FUL,NEW,1,-1
Premier League,2013,2014-03-15,HUL,MANC,-1,-1
Premier League,2013,2014-03-15,SOU,NOR,1,1
Premier League,2013,2014-03-15,STO,WHU,1,1
Premier League,2013,2014-03-15,SUN,CRY,0,-1
Premier League,2013,2014-03-15,SWA,WBA,-1,1
Premier League,2013,2014-03-16,MANU,LIVP,-1,-1
Premier League,2013,2014-03-16,TOT,ARS,-1,-1
Premier League,2013,2014-03-22,CARD,LIVP,-1,-1
Premier League,2013,2014-03-22,CHE,ARS,1,1
Premier League,2013,2014-03-22,EVE,SWA,1,1
Premier League,2013,2014-03-22,HUL,WBA,1,1
Premier League,2013,2014-03-22,MANC,FUL,1,1
Premier League,2013,2014-03-22,NEW,CRY,1,1
Premier League,2013,2014-03-22,NOR,SUN,1,-1
Premier League,2013,2014-03-22,WHU,MANU,-1,-1
Premier League,2013,2014-03-23,AVL,STO,-1,-1
Premier League,2013,2014-03-23,TOT,SOU,1,1
Premier League,2013,2014-03-25,ARS,SWA,0,1
Premier League,2013,2014-03-25,MANU,MANC,-1,-1
Premier League,2013,2014-03-25,NEW,EVE,-1,-1
Premier League,2013,2014-03-26,LIVP,SUN,1,1
Premier League,2013,2014-03-26,WHU,HUL,1,1
Premier League,2013,2014-03-29,ARS,MANC,0,-1
Premier League,2013,2014-03-29,CRY,CHE,1,-1
Premier League,2013,2014-03-29,MANU,AVL,1,1
Premier League,2013,2014-03-29,SOU,NEW,1,1
Premier League,2013,2014-03-29,STO,HUL,1,1
Premier League,2013,2014-03-29,SWA,NOR,1,1
Premier League,2013,2014-03-29,WBA,CARD,0,1
Premier League,2013,2014-03-30,FUL,EVE,-1,-1
Premier League,2013,2014-03-30,LIVP,TOT,1,1
Premier League,2013,2014-03-31,SUN,WHU,-1,-1
Premier League,2013,2014-04-05,AVL,FUL,-1,1
Premier League,2013,2014-04-05,CARD,CRY,-1,-1
Premier League,2013,2014-04-05,CHE,STO,1,1
