league,season,total_matches,total_upsets,upset_frequency,accuracy
La Liga,2023,380,149.5,0.39342105263157895,0.3394736842105263
La Liga,2024,380,138.5,0.36447368421052634,0.37894736842105264
Premier League,2001,380,141.5,0.37236842105263157,0.3447368421052632
Premier League,2002,380,148.0,0.3894736842105263,0.35
Premier League,2005,380,144.5,0.38026315789473686,0.3815789473684211
Premier League,2006,380,149.0,0.39210526315789473,0.39210526315789473
Premier League,2007,380,140.0,0.3684210526315789,0.37105263157894736
Premier League,2008,380,150.5,0.3960526315789474,0.3894736842105263
Premier League,2009,380,139.0,0.36578947368421055,0.35789473684210527
Premier League,2010,380,148.5,0.3907894736842105,0.3447368421052632
Premier League,2011,380,157.5,0.4144736842105263,0.3368421052631579
Premier League,2012,380,154.0,0.4052631578947368,0.3815789473684211
Premier League,2013,380,152.0,0.4,0.3684210526315789
Premier League,2014,380,147.5,0.3881578947368421,0.3684210526315789
Premier League,2015,380,144.5,0.38026315789473686,0.33421052631578946
Premier League,2016,380,146.0,0.38421052631578945,0.39210526315789473
Premier League,2017,380,139.5,0.3671052631578947,0.37105263157894736
Premier League,2018,380,131.5,0.3460526315789474,0.37894736842105264
Premier League,2019,380,156.0,0.4105263157894737,0.37105263157894736
Premier League,2020,380,142.5,0.375,0.3526315789473684
Premier League,2021,380,164.0,0.43157894736842106,0.3368421052631579
Premier League,2022,380,142.5,0.375,0.3473684210526316
Premier League,2023,380,129.0,0.3394736842105263,0.41842105263157897
Premier League,2024,380,146.5,0.38552631578947366,0.3605263157894737
Serie A,2000,306,122.0,0.39869281045751637,0.3627450980392157
Serie A,2001,306,116.5,0.380718954248366,0.33986928104575165
Serie A,2002,306,118.0,0.38562091503267976,0.35294117647058826
Serie A,2005,380,161.0,0.4236842105263158,0.30526315789473685
Serie A,2006,380,150.0,0.39473684210526316,0.35526315789473684
Serie A,2007,380,150.0,0.39473684210526316,0.3684210526315789
Serie A,2008,380,151.5,0.3986842105263158,0.35
Serie A,2009,380,144.0,0.37894736842105264,0.36578947368421055
Serie A,2010,380,152.5,0.40131578947368424,0.35526315789473684
Serie A,2011,380,148.5,0.3907894736842105,0.3473684210526316
Serie A,2012,380,162.0,0.4263157894736842,0.35
Serie A,2013,380,161.0,0.4236842105263158,0.3236842105263158
Serie A,2014,380,153.0,0.4026315789473684,0.3447368421052632
Serie A,2015,380,148.5,0.3907894736842105,0.3473684210526316
Serie A,2016,380,149.0,0.39210526315789473,0.39473684210526316
Serie A,2017,380,164.5,0.4328947368421053,0.3631578947368421
Serie A,2018,380,155.0,0.40789473684210525,0.3605263157894737
Serie A,2019,380,151.5,0.3986842105263158,0.3763157894736842
Serie A,2020,380,150.5,0.3960526315789474,0.37105263157894736
Serie A,2021,380,155.0,0.40789473684210525,0.37105263157894736
Serie A,2022,380,138.0,0.3631578947368421,0.3631578947368421
Serie A,2023,380,147.0,0.3868421052631579,0.35526315789473684
Serie A,2024,380,154.0,0.4052631578947368,0.3473684210526316
