season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points
,,Parma,Fiorentina,2,2,draw,1,1
,,Roma,Inter,0,0,draw,1,1
,,Atalanta,Chievo,2,1,win,3,0
,,Cagliari,Udinese,3,0,win,3,0
,,Fiorentina,Lazio,0,1,loss,0,3
,,Genoa,Catania,2,0,win,3,0
,,Livorno,Napoli,1,1,draw,1,1
,,Milan,Juventus,0,2,loss,0,3
,,Sassuolo,Parma,0,1,loss,0,3
,,Torino,Sampdoria,0,2,loss,0,3
,,Verona,Bologna,0,0,draw,1,1
,,Catania,Cagliari,1,1,draw,1,1
,,Udinese,Milan,1,0,win,3,0
,,Bologna,Sassuolo,0,0,draw,1,1
,,Chievo,Genoa,2,1,win,3,0
,,Inter,Torino,1,0,win,3,0
,,Juventus,Fiorentina,1,0,win,3,0
,,Lazio,Atalanta,0,1,loss,0,3
,,Napoli,Roma,1,0,win,3,0
,,Parma,Verona,2,0,win,3,0
,,Sampdoria,Livorno,4,2,win,3,0
,,Verona,Inter,0,2,loss,0,3
,,Atalanta,Sampdoria,3,0,win,3,0
,,Cagliari,Lazio,0,2,loss,0,3
,,Fiorentina,Chievo,3,1,win,3,0
,,Genoa,Juventus,0,1,loss,0,3
,,Livorno,Bologna,2,1,win,3,0
,,Milan,Parma,2,4,loss,0,3
,,Sassuolo,Catania,3,1,win,3,0
,,Roma,Udinese,3,2,win,3,0
,,Torino,Napoli,0,1,loss,0,3
,,Chievo,Roma,0,2,loss,0,3
,,Torino,Livorno,3,1,win,3,0
,,Bologna,Cagliari,1,0,win,3,0
,,Catania,Juventus,0,1,loss,0,3
,,Inter,Atalanta,1,2,loss,0,3
,,Lazio,Milan,1,1,draw,1,1
,,Napoli,Fiorentina,0,1,loss,0,3
,,Parma,Genoa,1,1,draw,1,1
,,Sampdoria,Verona,5,0,win,3,0
,,Udinese,Sassuolo,1,0,win,3,0
,,Roma,Torino,2,1,win,3,0
,,Atalanta,Livorno,2,0,win,3,0
,,Cagliari,Verona,1,0,win,3,0
,,Catania,Napoli,2,4,loss,0,3
,,Chievo,Bologna,3,0,win,3,0
,,Fiorentina,Milan,0,2,loss,0,3
,,Genoa,Lazio,2,0,win,3,0
,,Juventus,Parma,2,1,win,3,0
,,Sassuolo,Sampdoria,1,2,loss,0,3
,,Inter,Udinese,0,0,draw,1,1
,,Bologna,Atalanta,0,2,loss,0,3
,,Milan,Chievo,3,0,win,3,0
,,Lazio,Parma,3,2,win,3,0
,,Napoli,Juventus,2,0,win,3,0
,,Sampdoria,Fiorentina,0,0,draw,1,1
,,Sassuolo,Roma,0,2,loss,0,3
,,Torino,Cagliari,2,1,win,3,0
,,Verona,Genoa,3,0,win,3,0
,,Livorno,Inter,2,2,draw,1,1
,,Udinese,Catania,1,0,win,3,0
,,Roma,Parma,4,2,win,3,0
,,Chievo,Verona,0,1,loss,0,3
,,Inter,Bologna,2,2,draw,1,1
,,Atalanta,Sassuolo,0,2,loss,0,3
,,Cagliari,Roma,1,3,loss,0,3
,,Catania,Torino,1,2,loss,0,3
,,Fiorentina,Udinese,2,1,win,3,0
,,Lazio,Sampdoria,2,0,win,3,0
,,Parma,Napoli,1,0,win,3,0
,,Genoa,Milan,1,2,loss,0,3
,,Juventus,Livorno,2,0,win,3,0
,,Roma,Atalanta,3,1,win,3,0
,,Sassuolo,Cagliari,1,1,draw,1,1
,,Bologna,Parma,1,1,draw,1,1
,,Livorno,Chievo,2,4,loss,0,3
,,Milan,Catania,1,0,win,3,0
,,Napoli,Lazio,4,2,win,3,0
,,Sampdoria,Inter,0,4,loss,0,3
,,Torino,Genoa,2,1,win,3,0
,,Verona,Fiorentina,3,5,loss,0,3
,,Udinese,Juventus,0,2,loss,0,3
,,Atalanta,Verona,1,2,loss,0,3
,,Catania,Sampdoria,2,1,win,3,0
,,Chievo,Sassuolo,0,1,loss,0,3
,,Fiorentina,Roma,0,1,loss,0,3
,,Genoa,Cagliari,1,2,loss,0,3
,,Juventus,Bologna,1,0,win,3,0
,,Lazio,Torino,3,3,draw,1,1
,,Milan,Livorno,3,0,win,3,0
,,Parma,Inter,0,2,loss,0,3
,,Udinese,Napoli,1,1,draw,1,1
,,Roma,Milan,2,0,win,3,0
,,Bologna,Fiorentina,0,3,loss,0,3
,,Inter,Napoli,0,0,draw,1,1
,,Atalanta,Genoa,1,1,draw,1,1
,,Cagliari,Parma,1,0,win,3,0
,,Livorno,Lazio,0,2,loss,0,3
,,Sampdoria,Chievo,2,1,win,3,0
,,Torino,Udinese,2,0,win,3,0
,,Verona,Catania,4,0,win,3,0
,,Sassuolo,Juventus,1,3,loss,0,3
,,Catania,Roma,4,1,win,3,0
,,Chievo,Torino,0,1,loss,0,3
,,Genoa,Bologna,0,0,draw,1,1
,,Milan,Inter,1,0,win,3,0
,,Parma,Sampdoria,2,0,win,3,0
,,Udinese,Livorno,5,3,win,3,0
,,Juventus,Atalanta,1,0,win,3,0
,,Lazio,Verona,3,3,draw,1,1
,,Fiorentina,Sassuolo,3,4,loss,0,3
,,Napoli,Cagliari,3,0,win,3,0
,,Inter,Lazio,4,1,win,3,0
,,Verona,Udinese,2,2,draw,1,1
,,Atalanta,Milan,2,1,win,3,0
,,Bologna,Catania,1,2,loss,0,3
,,Cagliari,Chievo,0,1,loss,0,3
,,Livorno,Fiorentina,0,1,loss,0,3
,,Roma,Juventus,0,1,loss,0,3
,,Sampdoria,Napoli,2,5,loss,0,3
,,Sassuolo,Genoa,4,2,win,3,0
,,Torino,Parma,1,1,draw,1,1
,,Udinese,Sampdoria,3,3,draw,1,1
,,Catania,Atalanta,2,1,win,3,0
,,Chievo,Inter,2,1,win,3,0
,,Fiorentina,Torino,2,2,draw,1,1
,,Genoa,Roma,1,0,win,3,0
,,Juventus,Cagliari,3,0,win,3,0
,,Lazio,Bologna,1,0,win,3,0
,,Milan,Sassuolo,2,1,win,3,0
,,Napoli,Verona,5,1,win,3,0
,,Parma,Livorno,2,0,win,3,0
,,Fiorentina,Udinese,2,1,win,3,0
,,Juventus,Parma,2,0,win,3,0
,,Atalanta,Lazio,0,1,loss,0,3
,,Chievo,Bologna,2,0,win,3,0
,,Genoa,Cagliari,2,0,win,3,0
,,Milan,Sampdoria,0,1,loss,0,3
,,Palermo,Napoli,0,3,loss,0,3
,,Pescara,Inter,0,3,loss,0,3
,,Roma,Catania,2,2,draw,1,1
,,Siena,Torino,0,0,draw,1,1
,,Bologna,Milan,1,3,loss,0,3
,,Torino,Pescara,3,0,win,3,0
,,Cagliari,Atalanta,1,1,draw,1,1
,,Catania,Genoa,3,2,win,3,0
,,Inter,Roma,1,3,loss,0,3
,,Lazio,Palermo,3,0,win,3,0
,,Napoli,Fiorentina,2,1,win,3,0
,,Parma,Chievo,2,0,win,3,0
,,Sampdoria,Siena,2,1,win,3,0
,,Udinese,Juventus,1,4,loss,0,3
,,Milan,Atalanta,0,1,loss,0,3
,,Palermo,Cagliari,1,1,draw,1,1
,,Chievo,Lazio,1,3,loss,0,3
,,Fiorentina,Catania,2,0,win,3,0
,,Genoa,Juventus,1,3,loss,0,3
,,Napoli,Parma,3,1,win,3,0
,,Pescara,Sampdoria,2,3,loss,0,3
,,Roma,Bologna,2,3,loss,0,3
,,Siena,Udinese,2,2,draw,1,1
,,Torino,Inter,0,2,loss,0,3
,,Juventus,Chievo,2,0,win,3,0
,,Parma,Fiorentina,1,1,draw,1,1
,,Atalanta,Palermo,1,0,win,3,0
,,Bologna,Pescara,1,1,draw,1,1
,,Cagliari,Roma,0,3,loss,0,3
,,Catania,Napoli,0,0,draw,1,1
,,Inter,Siena,0,2,loss,0,3
,,Lazio,Genoa,0,1,loss,0,3
,,Sampdoria,Torino,1,1,draw,1,1
,,Udinese,Milan,2,1,win,3,0
,,Fiorentina,Juventus,0,0,draw,1,1
,,Catania,Atalanta,2,1,win,3,0
,,Chievo,Inter,0,2,loss,0,3
,,Genoa,Parma,1,1,draw,1,1
,,Milan,Cagliari,2,0,win,3,0
,,Napoli,Lazio,3,0,win,3,0
,,Pescara,Palermo,1,0,win,3,0
,,Roma,Sampdoria,1,1,draw,1,1
,,Torino,Udinese,0,0,draw,1,1
,,Siena,Bologna,1,0,win,3,0
,,Juventus,Roma,4,1,win,3,0
,,Parma,Milan,1,1,draw,1,1
,,Atalanta,Torino,1,5,loss,0,3
,,Bologna,Catania,4,0,win,3,0
,,Cagliari,Pescara,1,2,loss,0,3
,,Inter,Fiorentina,2,1,win,3,0
,,Lazio,Siena,2,1,win,3,0
,,Palermo,Chievo,4,1,win,3,0
,,Sampdoria,Napoli,0,1,loss,0,3
,,Udinese,Genoa,0,0,draw,1,1
,,Chievo,Sampdoria,2,1,win,3,0
,,Genoa,Palermo,1,1,draw,1,1
,,Catania,Parma,2,0,win,3,0
,,Fiorentina,Bologna,1,0,win,3,0
,,Milan,Inter,0,1,loss,0,3
,,Napoli,Udinese,2,1,win,3,0
,,Pescara,Lazio,0,3,loss,0,3
,,Roma,Atalanta,2,0,win,3,0
,,Siena,Juventus,1,2,loss,0,3
,,Torino,Cagliari,0,1,loss,0,3
,,Juventus,Napoli,2,0,win,3,0
,,Lazio,Milan,3,2,win,3,0
,,Atalanta,Siena,2,1,win,3,0
,,Cagliari,Bologna,1,0,win,3,0
,,Chievo,Fiorentina,1,1,draw,1,1
,,Genoa,Roma,2,4,loss,0,3
,,Inter,Catania,2,0,win,3,0
,,Palermo,Torino,0,0,draw,1,1
,,Parma,Sampdoria,2,1,win,3,0
,,Udinese,Pescara,1,0,win,3,0
,,Milan,Genoa,1,0,win,3,0
,,Siena,Palermo,0,0,draw,1,1
,,Bologna,Inter,1,3,loss,0,3
,,Catania,Juventus,0,1,loss,0,3
,,Fiorentina,Lazio,2,0,win,3,0
,,Napoli,Chievo,1,0,win,3,0
,,Pescara,Atalanta,0,0,draw,1,1
,,Roma,Udinese,2,3,loss,0,3
,,Sampdoria,Cagliari,0,1,loss,0,3
,,Torino,Parma,1,3,loss,0,3
,,Palermo,Milan,2,2,draw,1,1
,,Atalanta,Napoli,1,0,win,3,0
,,Cagliari,Siena,4,2,win,3,0
,,Chievo,Pescara,2,0,win,3,0
,,Inter,Sampdoria,3,2,win,3,0
,,Juventus,Bologna,2,1,win,3,0
,,Lazio,Torino,1,1,draw,1,1
,,Parma,Roma,3,2,win,3,0
,,Udinese,Catania,2,2,draw,1,1
,,Genoa,Fiorentina,0,1,loss,0,3
,,Juventus,Inter,1,3,loss,0,3
,,Milan,Chievo,5,1,win,3,0
,,Bologna,Udinese,1,1,draw,1,1
,,Catania,Lazio,4,0,win,3,0
,,Fiorentina,Cagliari,4,1,win,3,0
,,Napoli,Torino,1,1,draw,1,1
,,Pescara,Parma,2,0,win,3,0
,,Roma,Palermo,4,1,win,3,0
,,Sampdoria,Atalanta,1,2,loss,0,3
,,Siena,Genoa,1,0,win,3,0
,,Cagliari,Catania,0,0,draw,1,1
,,Pescara,Juventus,1,6,loss,0,3
,,Atalanta,Inter,3,2,win,3,0
,,Chievo,Udinese,2,2,draw,1,1
,,Genoa,Napoli,2,4,loss,0,3
,,Lazio,Roma,3,2,win,3,0
,,Milan,Fiorentina,1,3,loss,0,3
,,Palermo,Sampdoria,2,0,win,3,0
,,Parma,Siena,0,0,draw,1,1
,,Torino,Bologna,1,0,win,3,0
,,Juventus,Lazio,0,0,draw,1,1
,,Napoli,Milan,2,2,draw,1,1
,,Bologna,Palermo,3,0,win,3,0
,,Catania,Chievo,2,1,win,3,0
,,Fiorentina,Atalanta,4,1,win,3,0
,,Inter,Cagliari,2,2,draw,1,1
,,Sampdoria,Genoa,3,1,win,3,0
,,Siena,Pescara,1,0,win,3,0
,,Udinese,Parma,2,2,draw,1,1
,,Roma,Torino,2,0,win,3,0
,,Palermo,Catania,3,1,win,3,0
,,Atalanta,Genoa,0,1,loss,0,3
,,Chievo,Siena,0,0,draw,1,1
,,Milan,Juventus,1,0,win,3,0
,,Pescara,Roma,0,1,loss,0,3
,,Sampdoria,Bologna,1,0,win,3,0
,,Torino,Fiorentina,2,2,draw,1,1
,,Cagliari,Napoli,0,1,loss,0,3
,,Parma,Inter,1,0,win,3,0
,,Lazio,Udinese,3,0,win,3,0
,,Catania,Milan,1,3,loss,0,3
,,Juventus,Torino,3,0,win,3,0
,,Bologna,Atalanta,2,1,win,3,0
,,Fiorentina,Sampdoria,2,2,draw,1,1
,,Genoa,Chievo,2,4,loss,0,3
,,Inter,Palermo,1,0,win,3,0
,,Lazio,Parma,2,1,win,3,0
,,Napoli,Pescara,5,1,win,3,0
,,Siena,Roma,1,3,loss,0,3
,,Udinese,Cagliari,4,1,win,3,0
,,Atalanta,Parma,2,1,win,3,0
,,Roma,Fiorentina,4,2,win,3,0
,,Cagliari,Chievo,0,2,loss,0,3
,,Inter,Napoli,2,1,win,3,0
,,Palermo,Juventus,0,1,loss,0,3
,,Pescara,Genoa,2,0,win,3,0
,,Siena,Catania,1,3,loss,0,3
,,Torino,Milan,2,4,loss,0,3
,,Bologna,Lazio,0,0,draw,1,1
,,Sampdoria,Udinese,0,2,loss,0,3
,,Lazio,Inter,1,0,win,3,0
,,Udinese,Palermo,1,1,draw,1,1
,,Catania,Sampdoria,3,1,win,3,0
,,Chievo,Roma,1,0,win,3,0
,,Fiorentina,Siena,4,1,win,3,0
,,Genoa,Torino,1,1,draw,1,1
,,Juventus,Atalanta,3,0,win,3,0
,,Milan,Pescara,4,1,win,3,0
,,Napoli,Bologna,2,3,loss,0,3
,,Parma,Cagliari,4,1,win,3,0
,,Cagliari,Juventus,1,3,loss,0,3
,,Pescara,Catania,2,1,win,3,0
,,Atalanta,Udinese,1,1,draw,1,1
,,Bologna,Parma,1,2,loss,0,3
,,Inter,Genoa,1,1,draw,1,1
,,Palermo,Fiorentina,0,3,loss,0,3
,,Roma,Milan,4,2,win,3,0
,,Sampdoria,Lazio,0,1,loss,0,3
,,Siena,Napoli,0,2,loss,0,3
,,Torino,Chievo,2,0,win,3,0
,,Catania,Torino,0,0,draw,1,1
,,Lazio,Cagliari,2,1,win,3,0
,,Chievo,Atalanta,1,0,win,3,0
,,Fiorentina,Pescara,0,2,loss,0,3
,,Genoa,Bologna,2,0,win,3,0
,,Juventus,Sampdoria,1,2,loss,0,3
,,Milan,Siena,2,1,win,3,0
,,Napoli,Roma,4,1,win,3,0
,,Parma,Palermo,2,1,win,3,0
,,Udinese,Inter,3,0,win,3,0
,,Bologna,Chievo,4,0,win,3,0
,,Inter,Pescara,2,0,win,3,0
,,Cagliari,Genoa,2,1,win,3,0
,,Catania,Roma,1,0,win,3,0
,,Lazio,Atalanta,2,0,win,3,0
,,Napoli,Palermo,3,0,win,3,0
,,Parma,Juventus,1,1,draw,1,1
,,Sampdoria,Milan,0,0,draw,1,1
,,Torino,Siena,3,2,win,3,0
,,Udinese,Fiorentina,3,1,win,3,0
,,Juventus,Udinese,4,0,win,3,0
,,Milan,Bologna,2,1,win,3,0
,,Palermo,Lazio,2,2,draw,1,1
,,Atalanta,Cagliari,1,1,draw,1,1
,,Chievo,Parma,1,1,draw,1,1
,,Fiorentina,Napoli,1,1,draw,1,1
,,Genoa,Catania,0,2,loss,0,3
,,Pescara,Torino,0,2,loss,0,3
,,Roma,Inter,1,1,draw,1,1
,,Siena,Sampdoria,1,0,win,3,0
,,Juventus,Genoa,1,1,draw,1,1
,,Lazio,Chievo,0,1,loss,0,3
,,Atalanta,Milan,0,1,loss,0,3
,,Bologna,Roma,3,3,draw,1,1
,,Cagliari,Palermo,1,1,draw,1,1
,,Catania,Fiorentina,2,1,win,3,0
,,Inter,Torino,2,2,draw,1,1
,,Parma,Napoli,1,2,loss,0,3
,,Sampdoria,Pescara,6,0,win,3,0
,,Udinese,Siena,1,0,win,3,0
,,Roma,Cagliari,2,4,loss,0,3
,,Napoli,Catania,2,0,win,3,0
,,Torino,Sampdoria,0,0,draw,1,1
,,Chievo,Juventus,1,2,loss,0,3
,,Fiorentina,Parma,2,0,win,3,0
,,Genoa,Lazio,3,2,win,3,0
,,Milan,Udinese,2,1,win,3,0
,,Palermo,Atalanta,1,2,loss,0,3
,,Pescara,Bologna,2,3,loss,0,3
,,Siena,Inter,3,1,win,3,0
,,Juventus,Fiorentina,2,0,win,3,0
,,Lazio,Napoli,1,1,draw,1,1
,,Atalanta,Catania,0,0,draw,1,1
,,Bologna,Siena,1,1,draw,1,1
,,Cagliari,Milan,1,1,draw,1,1
,,Inter,Chievo,3,1,win,3,0
,,Palermo,Pescara,1,1,draw,1,1
,,Parma,Genoa,0,0,draw,1,1
,,Sampdoria,Roma,3,1,win,3,0
,,Udinese,Torino,1,0,win,3,0
,,Milan,Parma,2,1,win,3,0
,,Chievo,Palermo,1,1,draw,1,1
,,Roma,Juventus,1,0,win,3,0
,,Catania,Bologna,1,0,win,3,0
,,Fiorentina,Inter,4,1,win,3,0
,,Genoa,Udinese,1,0,win,3,0
,,Napoli,Sampdoria,0,0,draw,1,1
,,Pescara,Cagliari,0,2,loss,0,3
,,Torino,Atalanta,2,1,win,3,0
,,Siena,Lazio,3,0,win,3,0
,,Palermo,Genoa,0,0,draw,1,1
,,Atalanta,Roma,2,3,loss,0,3
,,Cagliari,Torino,4,3,win,3,0
,,Inter,Milan,1,1,draw,1,1
,,Juventus,Siena,3,0,win,3,0
,,Parma,Catania,1,2,loss,0,3
,,Sampdoria,Chievo,2,0,win,3,0
,,Lazio,Pescara,2,0,win,3,0
,,Udinese,Napoli,0,0,draw,1,1
,,Bologna,Fiorentina,2,1,win,3,0
,,Napoli,Juventus,1,1,draw,1,1
,,Milan,Lazio,3,0,win,3,0
,,Bologna,Cagliari,3,0,win,3,0
,,Catania,Inter,2,3,loss,0,3
,,Fiorentina,Chievo,2,1,win,3,0
,,Pescara,Udinese,0,1,loss,0,3
,,Roma,Genoa,3,1,win,3,0
,,Sampdoria,Parma,1,0,win,3,0
,,Siena,Atalanta,0,2,loss,0,3
,,Torino,Palermo,0,0,draw,1,1
,,Genoa,Milan,0,2,loss,0,3
,,Udinese,Roma,1,1,draw,1,1
,,Atalanta,Pescara,2,1,win,3,0
,,Cagliari,Sampdoria,3,1,win,3,0
,,Chievo,Napoli,2,0,win,3,0
,,Inter,Bologna,0,1,loss,0,3
,,Juventus,Catania,1,0,win,3,0
,,Lazio,Fiorentina,0,2,loss,0,3
,,Palermo,Siena,1,2,loss,0,3
,,Parma,Torino,4,1,win,3,0
,,Bologna,Juventus,0,2,loss,0,3
,,Catania,Udinese,3,1,win,3,0
,,Fiorentina,Genoa,3,2,win,3,0
,,Milan,Palermo,2,0,win,3,0
,,Napoli,Atalanta,3,2,win,3,0
,,Pescara,Chievo,0,2,loss,0,3
,,Roma,Parma,2,0,win,3,0
,,Siena,Cagliari,0,0,draw,1,1
,,Torino,Lazio,1,0,win,3,0
,,Atalanta,Sampdoria,0,0,draw,1,1
,,Cagliari,Fiorentina,2,1,win,3,0
,,Chievo,Milan,0,1,loss,0,3
,,Genoa,Siena,2,2,draw,1,1
,,Inter,Juventus,1,2,loss,0,3
,,Lazio,Catania,2,1,win,3,0
,,Palermo,Roma,2,0,win,3,0
,,Parma,Pescara,3,0,win,3,0
,,Torino,Napoli,3,5,loss,0,3
,,Udinese,Bologna,0,0,draw,1,1
,,Sampdoria,Inter,0,2,loss,0,3
,,Bologna,Torino,2,2,draw,1,1
,,Juventus,Pescara,2,1,win,3,0
,,Catania,Cagliari,0,0,draw,1,1
,,Fiorentina,Milan,2,2,draw,1,1
,,Inter,Atalanta,3,4,loss,0,3
,,Napoli,Genoa,2,0,win,3,0
,,Sampdoria,Palermo,1,3,loss,0,3
,,Siena,Parma,0,0,draw,1,1
,,Udinese,Chievo,3,1,win,3,0
,,Roma,Lazio,1,1,draw,1,1
,,Atalanta,Fiorentina,0,2,loss,0,3
,,Pescara,Siena,2,3,loss,0,3
,,Cagliari,Inter,2,0,win,3,0
,,Chievo,Catania,0,0,draw,1,1
,,Genoa,Sampdoria,1,1,draw,1,1
,,Milan,Napoli,1,1,draw,1,1
,,Palermo,Bologna,1,1,draw,1,1
,,Parma,Udinese,0,3,loss,0,3
,,Torino,Roma,1,2,loss,0,3
,,Lazio,Juventus,0,2,loss,0,3
,,Genoa,Atalanta,1,1,draw,1,1
,,Udinese,Lazio,1,0,win,3,0
,,Bologna,Sampdoria,1,1,draw,1,1
,,Catania,Palermo,1,1,draw,1,1
,,Fiorentina,Torino,4,3,win,3,0
,,Inter,Parma,1,0,win,3,0
,,Juventus,Milan,1,0,win,3,0
,,Napoli,Cagliari,3,2,win,3,0
,,Roma,Pescara,1,1,draw,1,1
,,Siena,Chievo,0,1,loss,0,3
,,Atalanta,Bologna,1,1,draw,1,1
,,Cagliari,Udinese,0,1,loss,0,3
,,Pescara,Napoli,0,3,loss,0,3
,,Chievo,Genoa,0,1,loss,0,3
,,Milan,Catania,4,2,win,3,0
,,Palermo,Inter,1,0,win,3,0
,,Parma,Lazio,0,0,draw,1,1
,,Roma,Siena,4,0,win,3,0
,,Sampdoria,Fiorentina,0,3,loss,0,3
,,Torino,Juventus,0,2,loss,0,3
,,Chievo,Cagliari,0,0,draw,1,1
,,Fiorentina,Roma,0,1,loss,0,3
,,Catania,Siena,3,0,win,3,0
,,Genoa,Pescara,4,1,win,3,0
,,Juventus,Palermo,1,0,win,3,0
,,Lazio,Bologna,6,0,win,3,0
,,Milan,Torino,1,0,win,3,0
,,Napoli,Inter,3,1,win,3,0
,,Parma,Atalanta,2,0,win,3,0
,,Udinese,Sampdoria,3,1,win,3,0
,,Roma,Chievo,0,1,loss,0,3
,,Atalanta,Juventus,0,1,loss,0,3
,,Bologna,Napoli,0,3,loss,0,3
,,Cagliari,Parma,0,1,loss,0,3
,,Inter,Lazio,1,3,loss,0,3
,,Palermo,Udinese,2,3,loss,0,3
,,Pescara,Milan,0,4,loss,0,3
,,Sampdoria,Catania,1,1,draw,1,1
,,Siena,Fiorentina,0,1,loss,0,3
,,Torino,Genoa,0,0,draw,1,1
,,Catania,Pescara,1,0,win,3,0
,,Juventus,Cagliari,1,1,draw,1,1
,,Chievo,Torino,1,1,draw,1,1
,,Fiorentina,Palermo,1,0,win,3,0
,,Genoa,Inter,0,0,draw,1,1
,,Lazio,Sampdoria,2,0,win,3,0
,,Milan,Roma,0,0,draw,1,1
,,Napoli,Siena,2,1,win,3,0
,,Parma,Bologna,0,2,loss,0,3
,,Udinese,Atalanta,2,1,win,3,0
,,Sampdoria,Juventus,3,2,win,3,0
,,Atalanta,Chievo,2,2,draw,1,1
,,Bologna,Genoa,0,0,draw,1,1
,,Cagliari,Lazio,1,0,win,3,0
,,Inter,Udinese,2,5,loss,0,3
,,Palermo,Parma,1,3,loss,0,3
,,Pescara,Fiorentina,1,5,loss,0,3
,,Roma,Napoli,2,1,win,3,0
,,Siena,Milan,1,2,loss,0,3
,,Torino,Catania,2,2,draw,1,1
,,,,0,0,draw,1,1
,,,,0,0,draw,1,1
,,,,0,0,draw,1,1
,,Milan,Lazio,2,2,draw,1,1
,,Cesena,Napoli,1,3,loss,0,3
,,Catania,Siena,0,0,draw,1,1
,,Chievo,Novara,2,2,draw,1,1
,,Fiorentina,Bologna,2,0,win,3,0
,,Genoa,Atalanta,2,2,draw,1,1
,,Juventus,Parma,4,1,win,3,0
,,Lecce,Udinese,0,2,loss,0,3
,,Palermo,Inter,4,3,win,3,0
,,Roma,Cagliari,1,2,loss,0,3
,,Cagliari,Novara,2,1,win,3,0
,,Inter,Roma,0,0,draw,1,1
,,Atalanta,Palermo,1,0,win,3,0
,,Bologna,Lecce,0,2,loss,0,3
,,Catania,Cesena,1,0,win,3,0
,,Lazio,Genoa,1,2,loss,0,3
,,Napoli,Milan,3,1,win,3,0
,,Parma,Chievo,2,1,win,3,0
,,Siena,Juventus,0,1,loss,0,3
,,Udinese,Fiorentina,2,0,win,3,0
,,Novara,Inter,3,1,win,3,0
,,Cesena,Lazio,1,2,loss,0,3
,,Chievo,Napoli,1,0,win,3,0
,,Fiorentina,Parma,3,0,win,3,0
,,Genoa,Catania,3,0,win,3,0
,,Juventus,Bologna,1,1,draw,1,1
,,Lecce,Atalanta,1,2,loss,0,3
,,Milan,Udinese,1,1,draw,1,1
,,Palermo,Cagliari,3,2,win,3,0
,,Roma,Siena,1,1,draw,1,1
,,Bologna,Inter,1,3,loss,0,3
,,Milan,Cesena,1,0,win,3,0
,,Napoli,Fiorentina,0,0,draw,1,1
,,Atalanta,Novara,2,1,win,3,0
,,Cagliari,Udinese,0,0,draw,1,1
,,Catania,Juventus,1,1,draw,1,1
,,Chievo,Genoa,2,1,win,3,0
,,Lazio,Palermo,0,0,draw,1,1
,,Parma,Roma,0,1,loss,0,3
,,Siena,Lecce,3,0,win,3,0
,,Inter,Napoli,0,3,loss,0,3
,,Roma,Atalanta,3,1,win,3,0
,,Cesena,Chievo,0,0,draw,1,1
,,Fiorentina,Lazio,1,2,loss,0,3
,,Juventus,Milan,2,0,win,3,0
,,Lecce,Cagliari,0,2,loss,0,3
,,Novara,Catania,3,3,draw,1,1
,,Palermo,Siena,2,0,win,3,0
,,Parma,Genoa,3,1,win,3,0
,,Udinese,Bologna,2,0,win,3,0
,,Catania,Inter,2,1,win,3,0
,,Milan,Palermo,3,0,win,3,0
,,Napoli,Parma,1,2,loss,0,3
,,Atalanta,Udinese,0,0,draw,1,1
,,Cagliari,Siena,0,0,draw,1,1
,,Cesena,Fiorentina,0,0,draw,1,1
,,Chievo,Juventus,0,0,draw,1,1
,,Genoa,Lecce,0,0,draw,1,1
,,Lazio,Roma,2,1,win,3,0
,,Novara,Bologna,0,2,loss,0,3
,,Fiorentina,Catania,2,2,draw,1,1
,,Juventus,Genoa,2,2,draw,1,1
,,Bologna,Lazio,0,2,loss,0,3
,,Cagliari,Napoli,0,0,draw,1,1
,,Inter,Chievo,1,0,win,3,0
,,Lecce,Milan,3,4,loss,0,3
,,Parma,Atalanta,1,2,loss,0,3
,,Roma,Palermo,1,0,win,3,0
,,Siena,Cesena,2,0,win,3,0
,,Udinese,Novara,3,0,win,3,0
,,Juventus,Fiorentina,2,1,win,3,0
,,Atalanta,Inter,1,1,draw,1,1
,,Cesena,Cagliari,1,1,draw,1,1
,,Chievo,Bologna,0,1,loss,0,3
,,Genoa,Roma,2,1,win,3,0
,,Lazio,Catania,1,1,draw,1,1
,,Milan,Parma,4,1,win,3,0
,,Napoli,Udinese,2,0,win,3,0
,,Novara,Siena,1,1,draw,1,1
,,Palermo,Lecce,2,0,win,3,0
,,Catania,Napoli,2,1,win,3,0
,,Inter,Juventus,1,2,loss,0,3
,,Roma,Milan,2,3,loss,0,3
,,Bologna,Atalanta,3,1,win,3,0
,,Cagliari,Lazio,0,3,loss,0,3
,,Fiorentina,Genoa,1,0,win,3,0
,,Lecce,Novara,1,1,draw,1,1
,,Parma,Cesena,2,0,win,3,0
,,Siena,Chievo,4,1,win,3,0
,,Udinese,Palermo,1,0,win,3,0
,,Novara,Roma,0,2,loss,0,3
,,Palermo,Bologna,3,1,win,3,0
,,Atalanta,Cagliari,1,0,win,3,0
,,Cesena,Lecce,0,1,loss,0,3
,,Chievo,Fiorentina,1,0,win,3,0
,,Lazio,Parma,1,0,win,3,0
,,Milan,Catania,4,0,win,3,0
,,Udinese,Siena,2,1,win,3,0
,,Fiorentina,Milan,0,0,draw,1,1
,,Inter,Cagliari,2,1,win,3,0
,,Napoli,Lazio,0,0,draw,1,1
,,Bologna,Cesena,0,1,loss,0,3
,,Catania,Chievo,1,2,loss,0,3
,,Genoa,Novara,1,0,win,3,0
,,Juventus,Palermo,3,0,win,3,0
,,Parma,Udinese,2,0,win,3,0
,,Roma,Lecce,2,1,win,3,0
,,Siena,Atalanta,2,2,draw,1,1
