season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points
,,Lazio,Cesena,3,0,win,3,0
,,Napoli,Chievo,0,1,loss,0,3
,,Parma,Milan,4,5,loss,0,3
,,Sampdoria,Torino,2,0,win,3,0
,,Verona,Palermo,2,1,win,3,0
,,Cesena,Empoli,2,2,draw,1,1
,,Milan,Juventus,0,1,loss,0,3
,,Atalanta,Fiorentina,0,1,loss,0,3
,,Chievo,Parma,2,3,loss,0,3
,,Genoa,Lazio,1,0,win,3,0
,,Palermo,Inter,1,1,draw,1,1
,,Roma,Cagliari,2,0,win,3,0
,,Sassuolo,Sampdoria,0,0,draw,1,1
,,Torino,Verona,0,1,loss,0,3
,,Udinese,Napoli,1,0,win,3,0
,,Empoli,Milan,2,2,draw,1,1
,,Cagliari,Torino,1,2,loss,0,3
,,Fiorentina,Sassuolo,0,0,draw,1,1
,,Inter,Atalanta,2,0,win,3,0
,,Juventus,Cesena,3,0,win,3,0
,,Napoli,Palermo,3,3,draw,1,1
,,Parma,Roma,1,2,loss,0,3
,,Sampdoria,Chievo,2,1,win,3,0
,,Verona,Genoa,2,2,draw,1,1
,,Lazio,Udinese,0,1,loss,0,3
,,Atalanta,Juventus,0,3,loss,0,3
,,Roma,Verona,2,0,win,3,0
,,Cesena,Milan,1,1,draw,1,1
,,Chievo,Empoli,1,1,draw,1,1
,,Genoa,Sampdoria,0,1,loss,0,3
,,Inter,Cagliari,1,4,loss,0,3
,,Sassuolo,Napoli,0,1,loss,0,3
,,Torino,Fiorentina,1,1,draw,1,1
,,Palermo,Lazio,0,4,loss,0,3
,,Udinese,Parma,4,2,win,3,0
,,Milan,Chievo,2,0,win,3,0
,,Verona,Cagliari,1,0,win,3,0
,,Empoli,Palermo,3,0,win,3,0
,,Fiorentina,Inter,3,0,win,3,0
,,Juventus,Roma,3,2,win,3,0
,,Lazio,Sassuolo,3,2,win,3,0
,,Napoli,Torino,2,1,win,3,0
,,Parma,Genoa,1,2,loss,0,3
,,Sampdoria,Atalanta,1,0,win,3,0
,,Udinese,Cesena,1,1,draw,1,1
,,Roma,Chievo,3,0,win,3,0
,,Sassuolo,Juventus,1,1,draw,1,1
,,Atalanta,Parma,1,0,win,3,0
,,Cagliari,Sampdoria,2,2,draw,1,1
,,Fiorentina,Lazio,0,2,loss,0,3
,,Inter,Napoli,2,2,draw,1,1
,,Palermo,Cesena,2,1,win,3,0
,,Torino,Udinese,1,0,win,3,0
,,Verona,Milan,1,3,loss,0,3
,,Genoa,Empoli,1,1,draw,1,1
,,Empoli,Cagliari,0,4,loss,0,3
,,Parma,Sassuolo,1,3,loss,0,3
,,Sampdoria,Roma,0,0,draw,1,1
,,Cesena,Inter,0,1,loss,0,3
,,Chievo,Genoa,1,2,loss,0,3
,,Juventus,Palermo,2,0,win,3,0
,,Lazio,Torino,2,1,win,3,0
,,Milan,Fiorentina,1,1,draw,1,1
,,Napoli,Verona,6,2,win,3,0
,,Udinese,Atalanta,2,0,win,3,0
,,Sassuolo,Empoli,3,1,win,3,0
,,Atalanta,Napoli,1,1,draw,1,1
,,Cagliari,Milan,1,1,draw,1,1
,,Fiorentina,Udinese,3,0,win,3,0
,,Genoa,Juventus,1,0,win,3,0
,,Inter,Sampdoria,1,0,win,3,0
,,Palermo,Chievo,1,0,win,3,0
,,Roma,Cesena,2,0,win,3,0
,,Torino,Parma,1,0,win,3,0
,,Verona,Lazio,1,1,draw,1,1
,,Empoli,Juventus,0,2,loss,0,3
,,Napoli,Roma,2,0,win,3,0
,,Parma,Inter,2,0,win,3,0
,,Chievo,Sassuolo,0,0,draw,1,1
,,Milan,Palermo,0,2,loss,0,3
,,Sampdoria,Fiorentina,3,1,win,3,0
,,Torino,Atalanta,0,0,draw,1,1
,,Udinese,Genoa,2,4,loss,0,3
,,Cesena,Verona,1,1,draw,1,1
,,Lazio,Cagliari,4,2,win,3,0
,,Sampdoria,Milan,2,2,draw,1,1
,,Sassuolo,Atalanta,0,0,draw,1,1
,,Cagliari,Genoa,1,1,draw,1,1
,,Chievo,Cesena,2,1,win,3,0
,,Empoli,Lazio,2,1,win,3,0
,,Fiorentina,Napoli,0,1,loss,0,3
,,Inter,Verona,2,2,draw,1,1
,,Juventus,Parma,7,0,win,3,0
,,Palermo,Udinese,1,1,draw,1,1
,,Roma,Torino,3,0,win,3,0
,,Atalanta,Roma,1,2,loss,0,3
,,Lazio,Juventus,0,3,loss,0,3
,,Cesena,Sampdoria,1,1,draw,1,1
,,Milan,Inter,1,1,draw,1,1
,,Napoli,Cagliari,3,3,draw,1,1
,,Parma,Empoli,0,2,loss,0,3
,,Torino,Sassuolo,0,1,loss,0,3
,,Udinese,Chievo,1,1,draw,1,1
,,Verona,Fiorentina,1,2,loss,0,3
,,Genoa,Palermo,1,1,draw,1,1
,,Chievo,Lazio,0,0,draw,1,1
,,Sassuolo,Verona,2,1,win,3,0
,,Cagliari,Fiorentina,0,4,loss,0,3
,,Cesena,Genoa,0,3,loss,0,3
,,Empoli,Atalanta,0,0,draw,1,1
,,Juventus,Torino,2,1,win,3,0
,,Milan,Udinese,2,0,win,3,0
,,Palermo,Parma,2,1,win,3,0
,,Roma,Inter,4,2,win,3,0
,,Sampdoria,Napoli,1,1,draw,1,1
,,Fiorentina,Juventus,0,0,draw,1,1
,,Roma,Sassuolo,2,2,draw,1,1
,,Torino,Palermo,2,2,draw,1,1
,,Atalanta,Cesena,3,2,win,3,0
,,Genoa,Milan,1,0,win,3,0
,,Inter,Udinese,1,2,loss,0,3
,,Napoli,Empoli,2,2,draw,1,1
,,Parma,Lazio,1,2,loss,0,3
,,Cagliari,Chievo,0,2,loss,0,3
,,Verona,Sampdoria,1,3,loss,0,3
,,Lazio,Atalanta,3,0,win,3,0
,,Palermo,Sassuolo,2,1,win,3,0
,,Cesena,Fiorentina,1,4,loss,0,3
,,Genoa,Roma,0,1,loss,0,3
,,Juventus,Sampdoria,1,1,draw,1,1
,,Milan,Napoli,2,0,win,3,0
,,Parma,Cagliari,0,0,draw,1,1
,,Udinese,Verona,1,2,loss,0,3
,,Chievo,Inter,0,2,loss,0,3
,,Empoli,Torino,0,0,draw,1,1
,,Cagliari,Juventus,1,3,loss,0,3
,,Napoli,Parma,2,0,win,3,0
,,Roma,Milan,0,0,draw,1,1
,,Sassuolo,Cesena,1,1,draw,1,1
,,Atalanta,Palermo,3,3,draw,1,1
,,Fiorentina,Empoli,1,1,draw,1,1
,,Inter,Lazio,2,2,draw,1,1
,,Sampdoria,Udinese,2,2,draw,1,1
,,Torino,Genoa,2,1,win,3,0
,,Verona,Chievo,0,1,loss,0,3
,,Lazio,Sampdoria,3,0,win,3,0
,,Cesena,Napoli,1,4,loss,0,3
,,Chievo,Torino,0,0,draw,1,1
,,Empoli,Verona,0,0,draw,1,1
,,Genoa,Atalanta,2,2,draw,1,1
,,Juventus,Inter,1,1,draw,1,1
,,Milan,Sassuolo,1,2,loss,0,3
,,Palermo,Cagliari,5,0,win,3,0
,,Parma,Fiorentina,1,0,win,3,0
,,Udinese,Roma,0,1,loss,0,3
,,Sassuolo,Udinese,1,1,draw,1,1
,,Torino,Milan,1,1,draw,1,1
,,Atalanta,Chievo,1,1,draw,1,1
,,Cagliari,Cesena,2,1,win,3,0
,,Fiorentina,Palermo,4,3,win,3,0
,,Inter,Genoa,3,1,win,3,0
,,Napoli,Juventus,1,3,loss,0,3
,,Roma,Lazio,2,2,draw,1,1
,,Sampdoria,Empoli,1,0,win,3,0
,,Verona,Parma,3,1,win,3,0
,,Empoli,Inter,0,0,draw,1,1
,,Palermo,Roma,1,1,draw,1,1
,,Cesena,Torino,2,3,loss,0,3
,,Chievo,Fiorentina,1,2,loss,0,3
,,Genoa,Sassuolo,3,3,draw,1,1
,,Juventus,Verona,4,0,win,3,0
,,Lazio,Napoli,0,1,loss,0,3
,,Milan,Atalanta,0,1,loss,0,3
,,Parma,Sampdoria,0,2,loss,0,3
,,Udinese,Cagliari,2,2,draw,1,1
,,Cagliari,Sassuolo,2,1,win,3,0
,,Lazio,Milan,3,1,win,3,0
,,Fiorentina,Roma,1,1,draw,1,1
,,Inter,Torino,0,1,loss,0,3
,,Juventus,Chievo,2,0,win,3,0
,,Parma,Cesena,1,2,loss,0,3
,,Sampdoria,Palermo,1,1,draw,1,1
,,Verona,Atalanta,1,0,win,3,0
,,Empoli,Udinese,1,2,loss,0,3
,,Napoli,Genoa,2,1,win,3,0
,,Genoa,Fiorentina,1,1,draw,1,1
,,Roma,Empoli,1,1,draw,1,1
,,Atalanta,Cagliari,2,1,win,3,0
,,Cesena,Lazio,2,1,win,3,0
,,Chievo,Napoli,1,2,loss,0,3
,,Milan,Parma,3,1,win,3,0
,,Palermo,Verona,2,1,win,3,0
,,Sassuolo,Inter,3,1,win,3,0
,,Torino,Sampdoria,5,1,win,3,0
,,Udinese,Juventus,0,0,draw,1,1
,,Juventus,Milan,3,1,win,3,0
,,Verona,Torino,1,3,loss,0,3
,,Cagliari,Roma,1,2,loss,0,3
,,Empoli,Cesena,2,0,win,3,0
,,Fiorentina,Atalanta,3,2,win,3,0
,,Inter,Palermo,3,0,win,3,0
,,Napoli,Udinese,3,1,win,3,0
,,Sampdoria,Sassuolo,1,1,draw,1,1
,,Lazio,Genoa,0,1,loss,0,3
,,Parma,Chievo,0,1,loss,0,3
,,Palermo,Napoli,3,1,win,3,0
,,Sassuolo,Fiorentina,1,3,loss,0,3
,,Atalanta,Inter,1,4,loss,0,3
,,Cesena,Juventus,2,2,draw,1,1
,,Chievo,Sampdoria,2,1,win,3,0
,,Genoa,Verona,5,2,win,3,0
,,Milan,Empoli,1,1,draw,1,1
,,Roma,Parma,0,0,draw,1,1
,,Torino,Cagliari,1,1,draw,1,1
,,Udinese,Lazio,0,1,loss,0,3
,,Juventus,Atalanta,2,1,win,3,0
,,Empoli,Chievo,3,0,win,3,0
,,Fiorentina,Torino,1,1,draw,1,1
,,Lazio,Palermo,2,1,win,3,0
,,Milan,Cesena,2,0,win,3,0
,,Verona,Roma,1,1,draw,1,1
,,Cagliari,Inter,1,2,loss,0,3
,,Napoli,Sassuolo,2,0,win,3,0
,,Sampdoria,Genoa,1,1,draw,1,1
,,Chievo,Milan,0,0,draw,1,1
,,Atalanta,Sampdoria,1,2,loss,0,3
,,Cagliari,Verona,1,2,loss,0,3
,,Cesena,Udinese,1,0,win,3,0
,,Inter,Fiorentina,0,1,loss,0,3
,,Palermo,Empoli,0,0,draw,1,1
,,Sassuolo,Lazio,0,3,loss,0,3
,,Torino,Napoli,1,0,win,3,0
,,Roma,Juventus,1,1,draw,1,1
,,Milan,Verona,2,2,draw,1,1
,,Sampdoria,Cagliari,2,0,win,3,0
,,Cesena,Palermo,0,0,draw,1,1
,,Chievo,Roma,0,0,draw,1,1
,,Empoli,Genoa,1,1,draw,1,1
,,Napoli,Inter,2,2,draw,1,1
,,Parma,Atalanta,0,0,draw,1,1
,,Udinese,Torino,3,2,win,3,0
,,Juventus,Sassuolo,1,0,win,3,0
,,Lazio,Fiorentina,4,0,win,3,0
,,Cagliari,Empoli,1,1,draw,1,1
,,Palermo,Juventus,0,1,loss,0,3
,,Atalanta,Udinese,0,0,draw,1,1
,,Genoa,Chievo,0,2,loss,0,3
,,Inter,Cesena,1,1,draw,1,1
,,Sassuolo,Parma,4,1,win,3,0
,,Verona,Napoli,2,0,win,3,0
,,Fiorentina,Milan,2,1,win,3,0
,,Roma,Sampdoria,0,2,loss,0,3
,,Torino,Lazio,0,2,loss,0,3
,,Chievo,Palermo,1,0,win,3,0
,,Milan,Cagliari,3,1,win,3,0
,,Cesena,Roma,0,1,loss,0,3
,,Empoli,Sassuolo,3,1,win,3,0
,,Juventus,Genoa,1,0,win,3,0
,,Lazio,Verona,2,0,win,3,0
,,Napoli,Atalanta,1,1,draw,1,1
,,Parma,Torino,0,2,loss,0,3
,,Sampdoria,Inter,1,0,win,3,0
,,Udinese,Fiorentina,2,2,draw,1,1
,,Atalanta,Torino,1,2,loss,0,3
,,Cagliari,Lazio,1,3,loss,0,3
,,Fiorentina,Sampdoria,2,0,win,3,0
,,Genoa,Udinese,1,1,draw,1,1
,,Inter,Parma,1,1,draw,1,1
,,Juventus,Empoli,2,0,win,3,0
,,Palermo,Milan,1,2,loss,0,3
,,Roma,Napoli,1,0,win,3,0
,,Sassuolo,Chievo,1,0,win,3,0
,,Verona,Cesena,3,3,draw,1,1
,,Parma,Udinese,1,0,win,3,0
,,Genoa,Cagliari,2,0,win,3,0
,,Parma,Juventus,1,0,win,3,0
,,Verona,Inter,0,3,loss,0,3
,,Atalanta,Sassuolo,2,1,win,3,0
,,Cesena,Chievo,0,1,loss,0,3
,,Lazio,Empoli,4,0,win,3,0
,,Milan,Sampdoria,1,1,draw,1,1
,,Napoli,Fiorentina,3,0,win,3,0
,,Torino,Roma,1,1,draw,1,1
,,Udinese,Palermo,1,3,loss,0,3
,,Genoa,Parma,2,0,win,3,0
,,Juventus,Lazio,2,0,win,3,0
,,Sampdoria,Cesena,0,0,draw,1,1
,,Cagliari,Napoli,0,3,loss,0,3
,,Chievo,Udinese,1,1,draw,1,1
,,Empoli,Parma,2,2,draw,1,1
,,Inter,Milan,0,0,draw,1,1
,,Palermo,Genoa,2,1,win,3,0
,,Roma,Atalanta,1,1,draw,1,1
,,Sassuolo,Torino,1,1,draw,1,1
,,Fiorentina,Verona,0,1,loss,0,3
,,Inter,Roma,2,1,win,3,0
,,Udinese,Milan,2,1,win,3,0
,,Atalanta,Empoli,2,2,draw,1,1
,,Fiorentina,Cagliari,1,3,loss,0,3
,,Genoa,Cesena,3,1,win,3,0
,,Lazio,Chievo,1,1,draw,1,1
,,Napoli,Sampdoria,4,2,win,3,0
,,Parma,Palermo,1,0,win,3,0
,,Torino,Juventus,2,1,win,3,0
,,Verona,Sassuolo,3,2,win,3,0
,,Udinese,Inter,1,2,loss,0,3
,,Cesena,Atalanta,2,2,draw,1,1
,,Chievo,Cagliari,1,0,win,3,0
,,Juventus,Fiorentina,3,2,win,3,0
,,Lazio,Parma,4,0,win,3,0
,,Milan,Genoa,1,3,loss,0,3
,,Palermo,Torino,2,2,draw,1,1
,,Sampdoria,Verona,1,1,draw,1,1
,,Sassuolo,Roma,0,3,loss,0,3
,,Empoli,Napoli,4,2,win,3,0
,,Sampdoria,Juventus,0,1,loss,0,3
,,Sassuolo,Palermo,0,0,draw,1,1
,,Atalanta,Lazio,1,1,draw,1,1
,,Fiorentina,Cesena,3,1,win,3,0
,,Inter,Chievo,0,0,draw,1,1
,,Napoli,Milan,3,0,win,3,0
,,Roma,Genoa,2,0,win,3,0
,,Verona,Udinese,0,1,loss,0,3
,,Cagliari,Parma,4,0,win,3,0
,,Torino,Empoli,0,1,loss,0,3
,,Juventus,Cagliari,1,1,draw,1,1
,,Milan,Roma,2,1,win,3,0
,,Cesena,Sassuolo,2,3,loss,0,3
,,Chievo,Verona,2,2,draw,1,1
,,Empoli,Fiorentina,2,3,loss,0,3
,,Lazio,Inter,1,2,loss,0,3
,,Palermo,Atalanta,2,3,loss,0,3
,,Parma,Napoli,2,2,draw,1,1
,,Udinese,Sampdoria,1,4,loss,0,3
,,Genoa,Torino,5,1,win,3,0
,,Inter,Juventus,1,2,loss,0,3
,,Sampdoria,Lazio,0,1,loss,0,3
,,Atalanta,Genoa,1,4,loss,0,3
,,Cagliari,Palermo,0,1,loss,0,3
,,Roma,Udinese,2,1,win,3,0
,,Sassuolo,Milan,3,2,win,3,0
,,Torino,Chievo,2,0,win,3,0
,,Verona,Empoli,2,1,win,3,0
,,Fiorentina,Parma,3,0,win,3,0
,,Napoli,Cesena,3,2,win,3,0
,,Genoa,Inter,3,2,win,3,0
,,Juventus,Napoli,3,1,win,3,0
,,Cesena,Cagliari,0,1,loss,0,3
,,Chievo,Atalanta,1,1,draw,1,1
,,Empoli,Sampdoria,1,1,draw,1,1
,,Milan,Torino,3,0,win,3,0
,,Palermo,Fiorentina,2,3,loss,0,3
,,Parma,Verona,2,2,draw,1,1
,,Udinese,Sassuolo,0,1,loss,0,3
,,Lazio,Roma,1,2,loss,0,3
,,Atalanta,Milan,1,3,loss,0,3
,,Verona,Juventus,2,2,draw,1,1
,,Cagliari,Udinese,4,3,win,3,0
,,Fiorentina,Chievo,3,0,win,3,0
,,Inter,Empoli,4,3,win,3,0
,,Napoli,Lazio,2,4,loss,0,3
,,Roma,Palermo,1,2,loss,0,3
,,Sampdoria,Parma,2,2,draw,1,1
,,Sassuolo,Genoa,3,1,win,3,0
,,Torino,Cesena,5,0,win,3,0
,,,,0,0,draw,1,1
,,Sampdoria,Juventus,0,1,loss,0,3
,,Verona,Milan,2,1,win,3,0
,,Cagliari,Atalanta,2,1,win,3,0
,,Inter,Genoa,2,0,win,3,0
,,Lazio,Udinese,2,1,win,3,0
,,Livorno,Roma,0,2,loss,0,3
,,Napoli,Bologna,3,0,win,3,0
,,Parma,Chievo,0,0,draw,1,1
,,Torino,Sassuolo,2,0,win,3,0
,,Fiorentina,Catania,2,1,win,3,0
,,Chievo,Napoli,2,4,loss,0,3
,,Juventus,Lazio,4,1,win,3,0
,,Atalanta,Torino,2,0,win,3,0
,,Bologna,Sampdoria,2,2,draw,1,1
,,Catania,Inter,0,3,loss,0,3
,,Genoa,Fiorentina,2,5,loss,0,3
,,Milan,Cagliari,3,1,win,3,0
,,Roma,Verona,3,0,win,3,0
,,Sassuolo,Livorno,1,4,loss,0,3
,,Udinese,Parma,3,1,win,3,0
,,Inter,Juventus,1,1,draw,1,1
,,Napoli,Atalanta,2,0,win,3,0
,,Torino,Milan,2,2,draw,1,1
,,Fiorentina,Cagliari,1,1,draw,1,1
,,Lazio,Chievo,3,0,win,3,0
,,Livorno,Catania,2,0,win,3,0
,,Sampdoria,Genoa,0,3,loss,0,3
,,Udinese,Bologna,1,1,draw,1,1
,,Verona,Sassuolo,2,0,win,3,0
,,Parma,Roma,1,3,loss,0,3
,,Cagliari,Sampdoria,2,2,draw,1,1
,,Chievo,Udinese,2,1,win,3,0
,,Genoa,Livorno,0,0,draw,1,1
,,Atalanta,Fiorentina,0,2,loss,0,3
,,Bologna,Torino,1,2,loss,0,3
,,Catania,Parma,0,0,draw,1,1
,,Juventus,Verona,2,1,win,3,0
,,Milan,Napoli,1,2,loss,0,3
,,Roma,Lazio,2,0,win,3,0
,,Sassuolo,Inter,0,7,loss,0,3
,,Udinese,Genoa,1,0,win,3,0
,,Bologna,Milan,3,3,draw,1,1
,,Chievo,Juventus,1,2,loss,0,3
,,Lazio,Catania,3,1,win,3,0
,,Livorno,Cagliari,1,1,draw,1,1
,,Napoli,Sassuolo,1,1,draw,1,1
,,Parma,Atalanta,4,3,win,3,0
,,Sampdoria,Roma,0,2,loss,0,3
,,Torino,Verona,2,2,draw,1,1
,,Inter,Fiorentina,2,1,win,3,0
,,Genoa,Napoli,0,2,loss,0,3
,,Milan,Sampdoria,1,0,win,3,0
,,Atalanta,Udinese,2,0,win,3,0
,,Cagliari,Inter,1,1,draw,1,1
,,Catania,Chievo,2,0,win,3,0
,,Roma,Bologna,5,0,win,3,0
,,Sassuolo,Lazio,2,2,draw,1,1
,,Torino,Juventus,0,1,loss,0,3
,,Verona,Livorno,2,1,win,3,0
,,Fiorentina,Parma,2,2,draw,1,1
,,Chievo,Atalanta,0,1,loss,0,3
,,Inter,Roma,0,3,loss,0,3
,,Bologna,Verona,1,4,loss,0,3
,,Catania,Genoa,1,1,draw,1,1
,,Juventus,Milan,3,2,win,3,0
,,Lazio,Fiorentina,0,0,draw,1,1
,,Napoli,Livorno,4,0,win,3,0
,,Parma,Sassuolo,3,1,win,3,0
,,Sampdoria,Torino,2,2,draw,1,1
,,Udinese,Cagliari,2,0,win,3,0
,,Roma,Napoli,2,0,win,3,0
,,Cagliari,Catania,2,1,win,3,0
,,Milan,Udinese,1,0,win,3,0
,,Atalanta,Lazio,2,1,win,3,0
,,Fiorentina,Juventus,4,2,win,3,0
,,Genoa,Chievo,2,1,win,3,0
,,Livorno,Sampdoria,1,2,loss,0,3
,,Sassuolo,Bologna,2,1,win,3,0
,,Torino,Inter,3,3,draw,1,1
,,Verona,Parma,3,2,win,3,0
,,Inter,Verona,4,2,win,3,0
,,Sampdoria,Atalanta,1,0,win,3,0
,,Bologna,Livorno,1,0,win,3,0
,,Catania,Sassuolo,0,0,draw,1,1
,,Chievo,Fiorentina,1,2,loss,0,3
,,Juventus,Genoa,2,0,win,3,0
,,Lazio,Cagliari,2,0,win,3,0
,,Napoli,Torino,2,0,win,3,0
,,Parma,Milan,3,2,win,3,0
,,Udinese,Roma,0,1,loss,0,3
,,Atalanta,Inter,1,1,draw,1,1
,,Cagliari,Bologna,0,3,loss,0,3
,,Fiorentina,Napoli,1,2,loss,0,3
,,Genoa,Parma,1,0,win,3,0
,,Juventus,Catania,4,0,win,3,0
,,Livorno,Torino,3,3,draw,1,1
,,Milan,Lazio,1,1,draw,1,1
,,Sassuolo,Udinese,1,2,loss,0,3
,,Verona,Sampdoria,2,0,win,3,0
,,Roma,Chievo,1,0,win,3,0
,,Milan,Fiorentina,0,2,loss,0,3
,,Napoli,Catania,2,1,win,3,0
,,Parma,Juventus,0,1,loss,0,3
,,Lazio,Genoa,0,2,loss,0,3
,,Livorno,Atalanta,1,0,win,3,0
,,Sampdoria,Sassuolo,3,4,loss,0,3
,,Torino,Roma,1,1,draw,1,1
,,Udinese,Inter,0,3,loss,0,3
,,Verona,Cagliari,2,1,win,3,0
,,Bologna,Chievo,0,0,draw,1,1
,,Catania,Udinese,1,0,win,3,0
,,Inter,Livorno,2,0,win,3,0
,,Atalanta,Bologna,2,1,win,3,0
,,Cagliari,Torino,2,1,win,3,0
,,Chievo,Milan,0,0,draw,1,1
,,Fiorentina,Sampdoria,2,1,win,3,0
,,Genoa,Verona,2,0,win,3,0
,,Juventus,Napoli,3,0,win,3,0
,,Parma,Lazio,1,1,draw,1,1
,,Roma,Sassuolo,1,1,draw,1,1
,,Milan,Genoa,1,1,draw,1,1
,,Napoli,Parma,0,1,loss,0,3
,,Verona,Chievo,0,1,loss,0,3
,,Bologna,Inter,1,1,draw,1,1
,,Livorno,Juventus,0,2,loss,0,3
,,Sampdoria,Lazio,1,1,draw,1,1
,,Sassuolo,Atalanta,2,0,win,3,0
,,Torino,Catania,4,1,win,3,0
,,Udinese,Fiorentina,1,0,win,3,0
,,Roma,Cagliari,0,0,draw,1,1
,,Genoa,Torino,1,1,draw,1,1
,,Parma,Bologna,1,1,draw,1,1
,,Atalanta,Roma,1,1,draw,1,1
,,Cagliari,Sassuolo,2,2,draw,1,1
,,Catania,Milan,1,3,loss,0,3
,,Chievo,Livorno,3,0,win,3,0
,,Inter,Sampdoria,1,1,draw,1,1
,,Juventus,Udinese,1,0,win,3,0
,,Fiorentina,Verona,4,3,win,3,0
,,Lazio,Napoli,2,4,loss,0,3
,,Bologna,Juventus,0,2,loss,0,3
,,Livorno,Milan,2,2,draw,1,1
,,Napoli,Udinese,3,3,draw,1,1
,,Cagliari,Genoa,2,1,win,3,0
,,Inter,Parma,3,3,draw,1,1
,,Roma,Fiorentina,2,1,win,3,0
,,Sampdoria,Catania,2,0,win,3,0
,,Sassuolo,Chievo,0,1,loss,0,3
,,Torino,Lazio,1,0,win,3,0
,,Verona,Atalanta,2,1,win,3,0
,,Catania,Verona,0,0,draw,1,1
,,Chievo,Sampdoria,0,1,loss,0,3
,,Fiorentina,Bologna,3,0,win,3,0
,,Genoa,Atalanta,1,1,draw,1,1
,,Juventus,Sassuolo,4,0,win,3,0
,,Lazio,Livorno,2,0,win,3,0
,,Napoli,Inter,4,2,win,3,0
,,Parma,Cagliari,0,0,draw,1,1
,,Udinese,Torino,0,2,loss,0,3
,,Milan,Roma,2,2,draw,1,1
,,Cagliari,Napoli,1,1,draw,1,1
,,Livorno,Udinese,1,2,loss,0,3
,,Atalanta,Juventus,1,4,loss,0,3
,,Bologna,Genoa,1,0,win,3,0
,,Inter,Milan,1,0,win,3,0
,,Roma,Catania,4,0,win,3,0
,,Sampdoria,Parma,1,1,draw,1,1
,,Sassuolo,Fiorentina,0,1,loss,0,3
,,Torino,Chievo,4,1,win,3,0
,,Verona,Lazio,4,1,win,3,0
,,Chievo,Cagliari,0,0,draw,1,1
,,Fiorentina,Livorno,1,0,win,3,0
,,Juventus,Roma,3,0,win,3,0
,,Catania,Bologna,2,0,win,3,0
,,Genoa,Sassuolo,2,0,win,3,0
,,Lazio,Inter,1,0,win,3,0
,,Milan,Atalanta,3,0,win,3,0
,,Napoli,Sampdoria,2,0,win,3,0
,,Parma,Torino,3,1,win,3,0
,,Udinese,Verona,1,3,loss,0,3
,,Bologna,Lazio,0,0,draw,1,1
,,Livorno,Parma,0,3,loss,0,3
,,Atalanta,Catania,2,1,win,3,0
,,Cagliari,Juventus,1,4,loss,0,3
,,Roma,Genoa,4,0,win,3,0
,,Sassuolo,Milan,4,3,win,3,0
,,Torino,Fiorentina,0,0,draw,1,1
,,Verona,Napoli,0,3,loss,0,3
,,Inter,Chievo,1,1,draw,1,1
,,Sampdoria,Udinese,3,0,win,3,0
,,Juventus,Sampdoria,4,2,win,3,0
,,Roma,Livorno,3,0,win,3,0
,,Atalanta,Cagliari,1,0,win,3,0
,,Bologna,Napoli,2,2,draw,1,1
,,Catania,Fiorentina,0,3,loss,0,3
,,Chievo,Parma,1,2,loss,0,3
,,Genoa,Inter,1,0,win,3,0
,,Milan,Verona,1,0,win,3,0
,,Sassuolo,Torino,0,2,loss,0,3
,,Udinese,Lazio,2,3,loss,0,3
,,Lazio,Juventus,1,1,draw,1,1
,,Napoli,Chievo,1,1,draw,1,1
,,Cagliari,Milan,1,2,loss,0,3
,,Fiorentina,Genoa,3,3,draw,1,1
,,Inter,Catania,0,0,draw,1,1
,,Livorno,Sassuolo,3,1,win,3,0
,,Parma,Udinese,1,0,win,3,0
,,Sampdoria,Bologna,1,1,draw,1,1
,,Torino,Atalanta,1,0,win,3,0
,,Verona,Roma,1,3,loss,0,3
,,Bologna,Udinese,0,2,loss,0,3
,,Cagliari,Fiorentina,1,0,win,3,0
,,Milan,Torino,1,1,draw,1,1
,,Atalanta,Napoli,3,0,win,3,0
,,Catania,Livorno,3,3,draw,1,1
,,Chievo,Lazio,0,2,loss,0,3
,,Juventus,Inter,3,1,win,3,0
,,Sassuolo,Verona,1,2,loss,0,3
,,Genoa,Sampdoria,0,1,loss,0,3
,,Fiorentina,Atalanta,2,0,win,3,0
,,Napoli,Milan,3,1,win,3,0
,,Udinese,Chievo,3,0,win,3,0
,,Inter,Sassuolo,1,0,win,3,0
,,Lazio,Roma,0,0,draw,1,1
,,Livorno,Genoa,0,1,loss,0,3
,,Parma,Catania,0,0,draw,1,1
,,Sampdoria,Cagliari,1,0,win,3,0
,,Torino,Bologna,1,2,loss,0,3
,,Verona,Juventus,2,2,draw,1,1
,,Milan,Bologna,1,0,win,3,0
,,Fiorentina,Inter,1,2,loss,0,3
,,Atalanta,Parma,0,4,loss,0,3
,,Cagliari,Livorno,1,2,loss,0,3
,,Catania,Lazio,3,1,win,3,0
,,Genoa,Udinese,3,3,draw,1,1
,,Juventus,Chievo,3,1,win,3,0
,,Roma,Sampdoria,3,0,win,3,0
,,Sassuolo,Napoli,0,2,loss,0,3
,,Verona,Torino,1,3,loss,0,3
,,Bologna,Roma,0,1,loss,0,3
,,Chievo,Catania,2,0,win,3,0
,,Inter,Cagliari,1,1,draw,1,1
,,Juventus,Torino,1,0,win,3,0
,,Lazio,Sassuolo,3,2,win,3,0
,,Livorno,Verona,2,3,loss,0,3
,,Sampdoria,Milan,0,2,loss,0,3
,,Udinese,Atalanta,1,1,draw,1,1
,,Napoli,Genoa,1,1,draw,1,1
