season,date,team1,team2,result,score1,score2,home_flag
1987,1987-09-25,SEA,TEX,W,12,3,HOME
1987,1987-09-25,TOR,DET,W,3,2,HOME
1987,1987-09-25,ATL,SFN,L,2,9,HOME
1987,1987-09-25,CHN,SLN,W,2,1,HOME
1987,1987-09-25,CIN,HOU,W,4,1,HOME
1987,1987-09-25,LAN,SDN,W,5,3,HOME
1987,1987-09-25,NYN,PIT,W,10,2,HOME
1987,1987-09-25,PHI,MON,W,4,2,HOME
1987,1987-09-26,BAL,NYA,L,0,2,HOME
1987,1987-09-26,CLE,CAL,W,11,10,HOME
1987,1987-09-26,MIL,BOS,W,3,2,HOME
1987,1987-09-26,MIN,KCA,L,4,7,HOME
1987,1987-09-26,OAK,CHA,L,2,3,HOME
1987,1987-09-26,SEA,TEX,W,2,1,HOME
1987,1987-09-26,TOR,DET,W,10,9,HOME
1987,1987-09-26,ATL,SFN,W,10,5,HOME
1987,1987-09-26,CHN,SLN,L,3,5,HOME
1987,1987-09-26,CIN,HOU,L,3,5,HOME
1987,1987-09-26,LAN,SDN,W,3,1,HOME
1987,1987-09-26,NYN,PIT,L,2,8,HOME
1987,1987-09-26,PHI,MON,L,4,7,HOME
1987,1987-09-27,BAL,NYA,W,9,5,HOME
1987,1987-09-27,CLE,CAL,L,8,11,HOME
1987,1987-09-27,MIL,BOS,W,9,6,HOME
1987,1987-09-27,MIN,KCA,W,8,1,HOME
1987,1987-09-27,OAK,CHA,L,0,5,HOME
1987,1987-09-27,SEA,TEX,W,5,3,HOME
1987,1987-09-27,TOR,DET,L,2,3,HOME
1987,1987-09-27,ATL,SFN,L,6,15,HOME
1987,1987-09-27,CHN,SLN,W,7,3,HOME
1987,1987-09-27,CIN,HOU,W,4,2,HOME
1987,1987-09-27,LAN,SDN,W,4,3,HOME
1987,1987-09-27,NYN,PIT,W,12,3,HOME
1987,1987-09-27,PHI,MON,L,3,5,HOME
1987,1987-09-28,DET,BAL,L,0,3,HOME
1987,1987-09-28,KCA,SEA,L,1,5,HOME
1987,1987-09-28,NYA,BOS,W,9,7,HOME
1987,1987-09-28,TEX,MIN,L,3,5,HOME
1987,1987-09-28,TOR,MIL,L,4,6,HOME
1987,1987-09-28,CIN,ATL,W,6,5,HOME
1987,1987-09-28,HOU,LAN,W,11,5,HOME
1987,1987-09-28,PHI,NYN,L,0,1,HOME
1987,1987-09-28,SDN,SFN,L,4,5,HOME
1987,1987-09-29,CHA,CAL,W,1,0,HOME
1987,1987-09-29,DET,BAL,W,10,1,HOME
1987,1987-09-29,KCA,SEA,W,6,3,HOME
1987,1987-09-29,NYA,BOS,W,6,0,HOME
1987,1987-09-29,OAK,CLE,W,5,4,HOME
1987,1987-09-29,TEX,MIN,W,7,5,HOME
1987,1987-09-29,TOR,MIL,L,3,5,HOME
1987,1987-09-29,CIN,ATL,W,5,4,HOME
1987,1987-09-29,HOU,LAN,L,1,6,HOME
1987,1987-09-29,PHI,NYN,W,3,0,HOME
1987,1987-09-29,SDN,SFN,L,3,5,HOME
1987,1987-09-29,SLN,MON,W,1,0,HOME
1987,1987-09-29,SLN,MON,W,3,0,HOME
1987,1987-09-30,CHA,CAL,W,5,2,HOME
1987,1987-09-30,DET,BAL,L,3,7,HOME
1987,1987-09-30,KCA,SEA,W,7,3,HOME
1987,1987-09-30,NYA,BOS,L,0,7,HOME
1987,1987-09-30,OAK,CLE,W,4,3,HOME
1987,1987-09-30,TEX,MIN,W,2,1,HOME
1987,1987-09-30,TOR,MIL,L,2,5,HOME
1987,1987-09-30,HOU,ATL,L,1,3,HOME
1987,1987-09-30,LAN,SFN,L,0,3,HOME
1987,1987-09-30,PHI,NYN,W,4,3,HOME
1987,1987-09-30,PIT,CHN,W,5,3,HOME
1987,1987-09-30,PIT,CHN,L,8,10,HOME
1987,1987-09-30,SDN,CIN,L,1,3,HOME
1987,1987-09-30,SLN,MON,L,1,6,HOME
1987,1987-10-01,CHA,CAL,W,6,3,HOME
1987,1987-10-01,DET,BAL,W,9,5,HOME
1987,1987-10-01,NYA,BOS,L,5,7,HOME
1987,1987-10-01,OAK,CLE,W,9,5,HOME
1987,1987-10-01,TEX,SEA,L,6,8,HOME
1987,1987-10-01,HOU,ATL,W,6,5,HOME
1987,1987-10-01,LAN,SFN,W,7,0,HOME
1987,1987-10-01,PIT,CHN,W,12,3,HOME
1987,1987-10-01,SDN,CIN,L,3,4,HOME
1987,1987-10-01,SLN,MON,W,8,2,HOME
1987,1987-10-02,BOS,MIL,W,3,2,HOME
1987,1987-10-02,CAL,CLE,W,10,4,HOME
1987,1987-10-02,CHA,OAK,L,3,4,HOME
1987,1987-10-02,DET,TOR,W,4,3,HOME
1987,1987-10-02,KCA,MIN,W,6,3,HOME
1987,1987-10-02,NYA,BAL,W,3,1,HOME
1987,1987-10-02,TEX,SEA,L,4,5,HOME
1987,1987-10-02,HOU,CIN,L,7,12,HOME
1987,1987-10-02,MON,CHN,W,7,1,HOME
1987,1987-10-02,PIT,PHI,W,6,4,HOME
1987,1987-10-02,SDN,LAN,L,3,10,HOME
1987,1987-10-02,SFN,ATL,L,4,6,HOME
1987,1987-10-02,SLN,NYN,W,3,2,HOME
1987,1987-10-03,BOS,MIL,L,4,8,HOME
1987,1987-10-03,CAL,CLE,W,12,5,HOME
1987,1987-10-03,CHA,OAK,W,17,1,HOME
1987,1987-10-03,DET,TOR,W,3,2,HOME
1987,1987-10-03,KCA,MIN,W,4,2,HOME
1987,1987-10-03,NYA,BAL,W,6,2,HOME
1987,1987-10-03,TEX,SEA,L,4,6,HOME
1987,1987-10-03,HOU,CIN,W,6,4,HOME
1987,1987-10-03,MON,CHN,W,5,4,HOME
1987,1987-10-03,PIT,PHI,W,10,5,HOME
1987,1987-10-03,SDN,LAN,W,1,0,HOME
1987,1987-10-03,SFN,ATL,W,6,3,HOME
1987,1987-10-03,SLN,NYN,L,1,7,HOME
1987,1987-10-04,BOS,MIL,W,4,0,HOME
1987,1987-10-04,CAL,CLE,L,6,10,HOME
1987,1987-10-04,CHA,OAK,W,5,2,HOME
1987,1987-10-04,DET,TOR,W,1,0,HOME
1987,1987-10-04,KCA,MIN,W,10,1,HOME
1987,1987-10-04,NYA,BAL,L,2,4,HOME
1987,1987-10-04,TEX,SEA,L,4,7,HOME
1987,1987-10-04,HOU,CIN,L,1,2,HOME
1987,1987-10-04,MON,CHN,L,5,7,HOME
1987,1987-10-04,PIT,PHI,W,4,2,HOME
1987,1987-10-04,SDN,LAN,L,3,5,HOME
1987,1987-10-04,SFN,ATL,W,5,4,HOME
1987,1987-10-04,SLN,NYN,L,6,11,HOME
1988,1988-04-04,BAL,MIL,L,0,12,HOME
1988,1988-04-04,BOS,DET,L,3,5,HOME
1988,1988-04-04,CHA,CAL,W,8,5,HOME
1988,1988-04-04,KCA,TOR,L,3,5,HOME
1988,1988-04-04,OAK,SEA,W,4,1,HOME
1988,1988-04-04,TEX,CLE,W,4,3,HOME
1988,1988-04-04,CIN,SLN,W,5,4,HOME
1988,1988-04-04,LAN,SFN,L,1,5,HOME
1988,1988-04-04,MON,NYN,L,6,10,HOME
1988,1988-04-05,NYA,MIN,W,8,0,HOME
1988,1988-04-05,OAK,SEA,W,6,0,HOME
1988,1988-04-05,ATL,CHN,L,9,10,HOME
1988,1988-04-05,HOU,SDN,W,6,3,HOME
1988,1988-04-05,LAN,SFN,W,5,0,HOME
1988,1988-04-05,PHI,PIT,L,3,5,HOME
1988,1988-04-06,BAL,MIL,L,1,3,HOME
1988,1988-04-06,BOS,DET,W,6,5,HOME
1988,1988-04-06,CHA,CAL,L,2,4,HOME
1988,1988-04-06,KCA,TOR,L,4,11,HOME
1988,1988-04-06,NYA,MIN,W,5,3,HOME
1988,1988-04-06,OAK,SEA,L,5,6,HOME
1988,1988-04-06,TEX,CLE,L,1,5,HOME
1988,1988-04-06,ATL,CHN,L,0,3,HOME
1988,1988-04-06,HOU,SDN,W,5,1,HOME
1988,1988-04-06,MON,NYN,W,5,1,HOME
1988,1988-04-06,PHI,PIT,W,6,5,HOME
1988,1988-04-07,BOS,DET,L,6,11,HOME
1988,1988-04-07,CHA,CAL,W,2,1,HOME
1988,1988-04-07,KCA,TOR,W,7,4,HOME
1988,1988-04-07,TEX,CLE,L,1,4,HOME
1988,1988-04-07,ATL,LAN,L,2,5,HOME
1988,1988-04-07,CIN,SLN,W,8,1,HOME
1988,1988-04-07,MON,NYN,L,5,8,HOME
1988,1988-04-07,SFN,SDN,W,6,1,HOME
1988,1988-04-08,CAL,OAK,L,2,8,HOME
1988,1988-04-08,CHA,SEA,W,3,2,HOME
1988,1988-04-08,CLE,BAL,W,3,0,HOME
1988,1988-04-08,KCA,DET,W,3,2,HOME
1988,1988-04-08,MIN,TOR,W,6,3,HOME
1988,1988-04-08,NYA,MIL,W,6,4,HOME
1988,1988-04-08,TEX,BOS,L,0,4,HOME
1988,1988-04-08,ATL,LAN,L,3,6,HOME
1988,1988-04-08,CIN,HOU,L,3,8,HOME
1988,1988-04-08,MON,CHN,L,4,6,HOME
1988,1988-04-08,PHI,NYN,W,5,1,HOME
1988,1988-04-08,SFN,SDN,W,5,1,HOME
1988,1988-04-08,SLN,PIT,L,3,4,HOME
1988,1988-04-09,CAL,OAK,L,6,8,HOME
1988,1988-04-09,CHA,SEA,L,2,3,HOME
1988,1988-04-09,CLE,BAL,W,12,1,HOME
1988,1988-04-09,KCA,DET,L,4,11,HOME
1988,1988-04-09,MIN,TOR,L,0,10,HOME
1988,1988-04-09,NYA,MIL,W,4,1,HOME
1988,1988-04-09,TEX,BOS,L,1,2,HOME
1988,1988-04-09,ATL,LAN,L,3,11,HOME
1988,1988-04-09,CIN,HOU,W,5,4,HOME
1988,1988-04-09,MON,CHN,W,10,6,HOME
1988,1988-04-09,PHI,NYN,W,9,3,HOME
1988,1988-04-09,SFN,SDN,W,3,1,HOME
1988,1988-04-09,SLN,PIT,W,3,0,HOME
1988,1988-04-10,CAL,OAK,W,6,4,HOME
1988,1988-04-10,CHA,SEA,L,4,7,HOME
1988,1988-04-10,CLE,BAL,W,6,3,HOME
1988,1988-04-10,KCA,DET,W,8,1,HOME
1988,1988-04-10,MIN,TOR,W,4,2,HOME
1988,1988-04-10,NYA,MIL,W,7,6,HOME
1988,1988-04-10,TEX,BOS,W,4,1,HOME
1988,1988-04-10,ATL,LAN,L,1,3,HOME
1988,1988-04-10,CIN,HOU,L,3,12,HOME
1988,1988-04-10,MON,CHN,L,7,10,HOME
1988,1988-04-10,PHI,NYN,L,3,4,HOME
1988,1988-04-10,SFN,SDN,L,4,6,HOME
1988,1988-04-10,SLN,PIT,L,3,5,HOME
1988,1988-04-11,CLE,BAL,W,7,2,HOME
1988,1988-04-11,TOR,NYA,W,17,9,HOME
1988,1988-04-11,PIT,PHI,W,5,1,HOME
1988,1988-04-11,SFN,CIN,L,0,4,HOME
1988,1988-04-11,SLN,CHN,L,1,6,HOME
1988,1988-04-12,BAL,KCA,L,1,6,HOME
1988,1988-04-12,BOS,MIL,W,3,1,HOME
1988,1988-04-12,CAL,CHA,W,15,6,HOME
1988,1988-04-12,CLE,MIN,L,6,7,HOME
1988,1988-04-12,DET,TEX,W,4,1,HOME
1988,1988-04-12,SEA,OAK,W,6,4,HOME
1988,1988-04-12,TOR,NYA,L,3,12,HOME
1988,1988-04-12,ATL,HOU,L,3,8,HOME
1988,1988-04-12,NYN,MON,W,3,0,HOME
1988,1988-04-12,SDN,LAN,W,5,3,HOME
1988,1988-04-12,SFN,CIN,L,3,4,HOME
1988,1988-04-12,SLN,CHN,W,7,5,HOME
1988,1988-04-13,BAL,KCA,L,3,9,HOME
1988,1988-04-13,BOS,MIL,W,6,3,HOME
1988,1988-04-13,CAL,CHA,W,5,2,HOME
1988,1988-04-13,CLE,MIN,W,6,3,HOME
1988,1988-04-13,SEA,OAK,L,7,12,HOME
1988,1988-04-13,TOR,NYA,L,1,5,HOME
1988,1988-04-13,ATL,HOU,L,0,4,HOME
1988,1988-04-13,PIT,PHI,W,7,0,HOME
1988,1988-04-13,SDN,LAN,L,3,4,HOME
1988,1988-04-13,SFN,CIN,W,5,4,HOME
1988,1988-04-13,SLN,CHN,W,4,3,HOME
1988,1988-04-14,BAL,KCA,L,3,4,HOME
1988,1988-04-14,BOS,MIL,W,2,0,HOME
1988,1988-04-14,CLE,MIN,W,3,1,HOME
1988,1988-04-14,DET,TEX,L,1,2,HOME
1988,1988-04-14,SEA,OAK,L,4,5,HOME
1988,1988-04-14,TOR,NYA,L,3,7,HOME
1988,1988-04-14,HOU,CIN,W,9,3,HOME
1988,1988-04-14,NYN,MON,W,1,0,HOME
1988,1988-04-14,PIT,PHI,W,4,2,HOME
1988,1988-04-14,SDN,LAN,W,2,0,HOME
1988,1988-04-15,BAL,CLE,L,2,3,HOME
1988,1988-04-15,BOS,TEX,L,2,3,HOME
1988,1988-04-15,MIL,NYA,L,1,7,HOME
1988,1988-04-15,OAK,CHA,L,3,11,HOME
1988,1988-04-15,SEA,CAL,L,3,5,HOME
1988,1988-04-15,CHN,PIT,W,6,0,HOME
1988,1988-04-15,HOU,CIN,L,2,4,HOME
1988,1988-04-15,LAN,ATL,W,3,2,HOME
1988,1988-04-15,MON,PHI,W,6,4,HOME
1988,1988-04-15,NYN,SLN,W,3,0,HOME
1988,1988-04-15,SDN,SFN,L,3,8,HOME
1988,1988-04-16,BAL,CLE,L,0,1,HOME
1988,1988-04-16,BOS,TEX,L,0,2,HOME
1988,1988-04-16,DET,KCA,W,4,2,HOME
1988,1988-04-16,MIL,NYA,W,9,2,HOME
1988,1988-04-16,OAK,CHA,L,1,5,HOME
1988,1988-04-16,SEA,CAL,W,7,6,HOME
1988,1988-04-16,TOR,MIN,L,2,3,HOME
1988,1988-04-16,CHN,PIT,L,0,4,HOME
1988,1988-04-16,HOU,CIN,L,2,8,HOME
1988,1988-04-16,LAN,ATL,W,7,4,HOME
1988,1988-04-16,MON,PHI,W,2,1,HOME
1988,1988-04-16,NYN,SLN,W,6,4,HOME
1988,1988-04-16,SDN,SFN,W,2,1,HOME
1988,1988-04-17,BAL,CLE,L,1,4,HOME
1988,1988-04-17,BOS,TEX,W,15,2,HOME
1988,1988-04-17,DET,KCA,W,8,6,HOME
1988,1988-04-17,MIL,NYA,W,6,3,HOME
1988,1988-04-17,OAK,CHA,L,6,7,HOME
1988,1988-04-17,SEA,CAL,L,4,7,HOME
1988,1988-04-17,TOR,MIN,W,2,0,HOME
1988,1988-04-17,CHN,PIT,L,7,12,HOME
1988,1988-04-17,HOU,CIN,W,5,3,HOME
1988,1988-04-17,LAN,ATL,L,1,3,HOME
1988,1988-04-17,MON,PHI,W,5,2,HOME
1988,1988-04-17,NYN,SLN,W,3,2,HOME
1988,1988-04-17,SDN,SFN,L,4,9,HOME
1988,1988-04-18,BOS,TEX,W,4,3,HOME
1988,1988-04-18,DET,KCA,W,4,2,HOME
1988,1988-04-18,MIN,NYA,L,5,18,HOME
1988,1988-04-18,OAK,CAL,W,5,4,HOME
1988,1988-04-18,SEA,CHA,L,0,4,HOME
1988,1988-04-18,CIN,SFN,L,3,6,HOME
1988,1988-04-18,LAN,SDN,W,6,0,HOME
1988,1988-04-18,NYN,PHI,L,7,10,HOME
1988,1988-04-19,CLE,TEX,L,0,3,HOME
1988,1988-04-19,DET,BOS,L,3,7,HOME
1988,1988-04-19,MIL,BAL,W,9,5,HOME
1988,1988-04-19,MIN,NYA,L,6,7,HOME
1988,1988-04-19,OAK,CAL,W,8,3,HOME
1988,1988-04-19,SEA,CHA,L,2,7,HOME
1988,1988-04-19,TOR,KCA,W,12,3,HOME
1988,1988-04-19,CHN,MON,L,1,9,HOME
1988,1988-04-19,CIN,SFN,W,8,0,HOME
1988,1988-04-19,HOU,ATL,L,4,5,HOME
1988,1988-04-19,NYN,PHI,L,2,10,HOME
1988,1988-04-19,PIT,SLN,W,3,0,HOME
1988,1988-04-20,CLE,TEX,W,2,1,HOME
1988,1988-04-20,MIL,BAL,W,8,6,HOME
1988,1988-04-20,MIN,NYA,L,6,7,HOME
1988,1988-04-20,OAK,CAL,W,9,8,HOME
1988,1988-04-20,SEA,CHA,W,5,4,HOME
1988,1988-04-20,TOR,KCA,W,3,0,HOME
1988,1988-04-20,CHN,MON,L,1,5,HOME
1988,1988-04-20,CIN,SFN,L,3,5,HOME
1988,1988-04-20,HOU,ATL,W,1,0,HOME
1988,1988-04-20,NYN,PHI,W,6,2,HOME
1988,1988-04-20,PIT,SLN,W,8,1,HOME
1988,1988-04-21,CAL,SEA,W,11,6,HOME
1988,1988-04-21,CHA,OAK,L,3,6,HOME
1988,1988-04-21,DET,BOS,L,3,12,HOME
1988,1988-04-21,MIL,BAL,W,7,1,HOME
1988,1988-04-21,CHN,MON,W,6,2,HOME
1988,1988-04-21,CIN,SFN,W,7,6,HOME
1988,1988-04-21,HOU,ATL,W,8,0,HOME
1988,1988-04-21,PIT,SLN,L,3,9,HOME
1988,1988-04-22,CAL,SEA,L,4,7,HOME
1988,1988-04-22,CHA,OAK,W,7,5,HOME
1988,1988-04-22,KCA,BAL,W,13,1,HOME
1988,1988-04-22,MIN,CLE,L,6,11,HOME
1988,1988-04-22,NYA,TOR,L,4,6,HOME
1988,1988-04-22,TEX,DET,L,3,5,HOME
1988,1988-04-22,ATL,CIN,L,0,4,HOME
1988,1988-04-22,PHI,MON,W,2,0,HOME
1988,1988-04-22,PIT,CHN,W,8,4,HOME
1988,1988-04-22,SDN,HOU,W,3,1,HOME
1988,1988-04-22,SLN,NYN,L,0,4,HOME
1988,1988-04-23,CAL,SEA,L,4,11,HOME
1988,1988-04-23,CHA,OAK,L,2,3,HOME
1988,1988-04-23,KCA,BAL,W,4,3,HOME
1988,1988-04-23,MIN,CLE,L,2,10,HOME
1988,1988-04-23,NYA,TOR,L,2,3,HOME
1988,1988-04-23,TEX,DET,L,6,7,HOME
1988,1988-04-23,PHI,MON,T,3,3,HOME
1988,1988-04-23,PIT,CHN,W,5,4,HOME
1988,1988-04-23,SDN,HOU,W,4,0,HOME
1988,1988-04-23,SFN,LAN,L,3,10,HOME
1988,1988-04-23,SLN,NYN,L,9,12,HOME
1988,1988-04-24,CAL,SEA,L,2,4,HOME
1988,1988-04-24,CHA,OAK,L,3,5,HOME
1988,1988-04-24,KCA,BAL,W,3,1,HOME
1988,1988-04-24,MIL,BOS,L,0,4,HOME
1988,1988-04-24,MIN,CLE,W,13,7,HOME
1988,1988-04-24,NYA,TOR,W,5,3,HOME
1988,1988-04-24,TEX,DET,W,4,2,HOME
1988,1988-04-24,ATL,CIN,W,4,1,HOME
1988,1988-04-24,PHI,MON,L,1,3,HOME
1988,1988-04-24,PIT,CHN,W,4,2,HOME
1988,1988-04-24,SDN,HOU,W,3,0,HOME
1988,1988-04-24,SFN,LAN,L,0,4,HOME
1988,1988-04-24,SLN,NYN,W,5,4,HOME
1988,1988-04-25,MIL,BOS,L,1,5,HOME
1988,1988-04-26,CLE,SEA,W,12,6,HOME
1988,1988-04-26,DET,CAL,W,6,0,HOME
1988,1988-04-26,MIN,BAL,W,4,2,HOME
1988,1988-04-26,NYA,KCA,W,5,4,HOME
1988,1988-04-26,TEX,MIL,W,3,1,HOME
1988,1988-04-26,TOR,OAK,L,1,6,HOME
1988,1988-04-26,ATL,NYN,L,4,13,HOME
1988,1988-04-26,HOU,PHI,W,3,1,HOME
1988,1988-04-26,LAN,CHN,L,3,7,HOME
1988,1988-04-26,MON,CIN,L,2,5,HOME
1988,1988-04-26,SDN,SLN,W,1,0,HOME
1988,1988-04-26,SFN,PIT,L,0,2,HOME
1988,1988-04-27,CLE,SEA,W,6,4,HOME
1988,1988-04-27,DET,CAL,L,3,4,HOME
1988,1988-04-27,MIN,BAL,W,7,6,HOME
1988,1988-04-27,NYA,KCA,L,1,3,HOME
1988,1988-04-27,TEX,MIL,L,3,4,HOME
1988,1988-04-27,TOR,OAK,L,3,5,HOME
1988,1988-04-27,ATL,NYN,L,2,5,HOME
1988,1988-04-27,HOU,PHI,W,3,2,HOME
1988,1988-04-27,LAN,CHN,W,4,0,HOME
1988,1988-04-27,MON,CIN,W,1,0,HOME
1988,1988-04-27,SDN,SLN,L,1,2,HOME
1988,1988-04-27,SFN,PIT,W,6,4,HOME
1988,1988-04-28,CHA,BOS,W,6,0,HOME
1988,1988-04-28,CLE,SEA,L,1,3,HOME
1988,1988-04-28,DET,CAL,W,2,1,HOME
1988,1988-04-28,MIN,BAL,W,4,2,HOME
1988,1988-04-28,NYA,KCA,L,3,6,HOME
1988,1988-04-28,TOR,OAK,L,2,6,HOME
1988,1988-04-28,LAN,CHN,L,1,5,HOME
1988,1988-04-28,SDN,SLN,L,4,6,HOME
1988,1988-04-28,SFN,PIT,L,1,2,HOME
1988,1988-04-29,BOS,MIN,W,6,5,HOME
1988,1988-04-29,CHA,BAL,L,0,9,HOME
1988,1988-04-29,DET,SEA,W,9,6,HOME
1988,1988-04-29,MIL,KCA,L,2,7,HOME
1988,1988-04-29,NYA,TEX,W,2,1,HOME
1988,1988-04-29,TOR,CAL,L,5,9,HOME
1988,1988-04-29,CIN,NYN,L,4,5,HOME
1988,1988-04-29,HOU,MON,W,6,4,HOME
1988,1988-04-29,LAN,SLN,W,6,4,HOME
1988,1988-04-29,SDN,PIT,W,6,3,HOME
1988,1988-04-29,SFN,CHN,W,4,3,HOME
1988,1988-04-30,BOS,MIN,W,8,3,HOME
1988,1988-04-30,CHA,BAL,W,4,1,HOME
1988,1988-04-30,CLE,OAK,L,3,11,HOME
1988,1988-04-30,DET,SEA,W,4,3,HOME
1988,1988-04-30,MIL,KCA,W,4,1,HOME
1988,1988-04-30,NYA,TEX,W,15,3,HOME
1988,1988-04-30,TOR,CAL,L,1,6,HOME
1988,1988-04-30,CIN,NYN,L,5,6,HOME
1988,1988-04-30,HOU,MON,W,3,0,HOME
1988,1988-04-30,LAN,SLN,L,2,5,HOME
1988,1988-04-30,PHI,ATL,W,7,5,HOME
1988,1988-04-30,SDN,PIT,L,1,5,HOME
1988,1988-04-30,SFN,CHN,L,1,2,HOME
1988,1988-05-01,BOS,MIN,L,0,2,HOME
1988,1988-05-01,CHA,BAL,W,7,3,HOME
1988,1988-05-01,CLE,OAK,L,4,8,HOME
1988,1988-05-01,DET,SEA,W,3,2,HOME
1988,1988-05-01,MIL,KCA,W,10,6,HOME
1988,1988-05-01,NYA,TEX,L,1,5,HOME
1988,1988-05-01,TOR,CAL,W,6,4,HOME
1988,1988-05-01,CIN,NYN,L,0,11,HOME
1988,1988-05-01,HOU,MON,L,3,7,HOME
1988,1988-05-01,LAN,SLN,L,0,9,HOME
1988,1988-05-01,PHI,ATL,L,5,9,HOME
1988,1988-05-01,SDN,PIT,L,2,4,HOME
1988,1988-05-01,SFN,CHN,W,7,6,HOME
1988,1988-05-02,BAL,TEX,W,9,4,HOME
1988,1988-05-02,BOS,KCA,L,0,2,HOME
1988,1988-05-02,CHA,NYA,L,4,6,HOME
1988,1988-05-02,CLE,CAL,W,3,0,HOME
1988,1988-05-02,DET,OAK,L,2,4,HOME
1988,1988-05-02,MIL,MIN,W,4,3,HOME
1988,1988-05-02,SEA,TOR,W,7,5,HOME
1988,1988-05-02,CIN,MON,W,3,2,HOME
1988,1988-05-02,LAN,PIT,W,6,3,HOME
1988,1988-05-02,NYN,ATL,L,1,3,HOME
1988,1988-05-02,PHI,HOU,W,7,1,HOME
1988,1988-05-02,SDN,CHN,L,2,5,HOME
1988,1988-05-02,SFN,SLN,L,1,5,HOME
1988,1988-05-03,BAL,TEX,L,2,4,HOME
1988,1988-05-03,BOS,KCA,L,3,9,HOME
1988,1988-05-03,CHA,NYA,L,1,4,HOME
1988,1988-05-03,CLE,CAL,L,4,8,HOME
1988,1988-05-03,DET,OAK,L,2,8,HOME
1988,1988-05-03,MIL,MIN,W,4,3,HOME
1988,1988-05-03,SEA,TOR,L,2,9,HOME
1988,1988-05-03,CIN,MON,L,3,4,HOME
1988,1988-05-03,LAN,PIT,W,14,6,HOME
1988,1988-05-03,NYN,ATL,W,8,0,HOME
1988,1988-05-03,PHI,HOU,L,0,4,HOME
1988,1988-05-03,SDN,CHN,L,5,13,HOME
1988,1988-05-03,SFN,SLN,W,2,0,HOME
1988,1988-05-04,BAL,MIN,W,4,3,HOME
1988,1988-05-04,BOS,CHA,L,2,6,HOME
1988,1988-05-04,CAL,DET,L,0,1,HOME
1988,1988-05-04,KCA,NYA,L,3,4,HOME
1988,1988-05-04,MIL,TEX,W,6,5,HOME
1988,1988-05-04,OAK,TOR,W,3,2,HOME
1988,1988-05-04,SEA,CLE,W,5,4,HOME
1988,1988-05-04,CIN,PHI,W,3,1,HOME
1988,1988-05-04,LAN,PIT,W,8,5,HOME
1988,1988-05-04,MON,ATL,L,5,7,HOME
1988,1988-05-04,NYN,HOU,W,8,0,HOME
1988,1988-05-04,SDN,CHN,L,3,6,HOME
1988,1988-05-04,SFN,SLN,L,3,5,HOME
1988,1988-05-05,BOS,CHA,W,16,3,HOME
1988,1988-05-05,CAL,DET,L,5,8,HOME
1988,1988-05-05,KCA,NYA,L,3,5,HOME
1988,1988-05-05,MIL,TEX,W,9,1,HOME
1988,1988-05-05,OAK,TOR,W,8,5,HOME
1988,1988-05-05,SEA,CLE,W,7,2,HOME
1988,1988-05-05,CIN,PHI,W,10,4,HOME
1988,1988-05-05,MON,ATL,W,4,1,HOME
1988,1988-05-06,CAL,TOR,L,2,3,HOME
1988,1988-05-06,KCA,MIL,L,0,4,HOME
1988,1988-05-06,MIN,BOS,W,5,0,HOME
1988,1988-05-06,SEA,DET,L,4,8,HOME
1988,1988-05-06,TEX,NYA,W,7,6,HOME
1988,1988-05-06,ATL,PHI,L,3,7,HOME
1988,1988-05-06,CHN,SFN,W,3,2,HOME
1988,1988-05-06,MON,HOU,W,6,5,HOME
1988,1988-05-06,NYN,CIN,W,4,3,HOME
1988,1988-05-06,PIT,SDN,W,4,1,HOME
1988,1988-05-06,SLN,LAN,L,2,10,HOME
1988,1988-05-07,BAL,CHA,L,7,11,HOME
1988,1988-05-07,CAL,TOR,L,4,9,HOME
1988,1988-05-07,KCA,MIL,L,2,4,HOME
1988,1988-05-07,MIN,BOS,W,5,2,HOME
1988,1988-05-07,OAK,CLE,W,14,3,HOME
1988,1988-05-07,SEA,DET,W,7,6,HOME
1988,1988-05-07,TEX,NYA,W,3,2,HOME
1988,1988-05-07,ATL,PHI,W,6,5,HOME
1988,1988-05-07,CHN,SFN,L,1,2,HOME
1988,1988-05-07,MON,HOU,W,4,3,HOME
1988,1988-05-07,NYN,CIN,W,2,1,HOME
1988,1988-05-07,PIT,SDN,L,2,3,HOME
1988,1988-05-07,SLN,LAN,W,2,1,HOME
1988,1988-05-08,BAL,CHA,W,6,5,HOME
1988,1988-05-08,CAL,TOR,W,8,1,HOME
1988,1988-05-08,KCA,MIL,L,2,6,HOME
1988,1988-05-08,MIN,BOS,L,6,10,HOME
1988,1988-05-08,OAK,CLE,W,5,1,HOME
1988,1988-05-08,SEA,DET,L,3,9,HOME
1988,1988-05-08,TEX,NYA,W,10,8,HOME
1988,1988-05-08,ATL,PHI,L,1,5,HOME
1988,1988-05-08,CHN,SFN,W,13,7,HOME
1988,1988-05-08,MON,HOU,L,2,7,HOME
1988,1988-05-08,NYN,CIN,W,5,1,HOME
1988,1988-05-08,PIT,SDN,W,6,2,HOME
1988,1988-05-08,SLN,LAN,L,6,12,HOME
1988,1988-05-09,BAL,CHA,L,0,3,HOME
1988,1988-05-09,CAL,CLE,W,2,1,HOME
1988,1988-05-09,KCA,BOS,L,0,2,HOME
1988,1988-05-09,MIN,MIL,L,6,9,HOME
1988,1988-05-09,OAK,DET,W,3,1,HOME
1988,1988-05-09,ATL,MON,W,9,8,HOME
