season,date,team1,team2,result,score1,score2,home_flag
1988,1988-05-09,HOU,NYN,W,6,2,HOME
1988,1988-05-09,PHI,CIN,L,0,2,HOME
1988,1988-05-09,PIT,SFN,L,6,8,HOME
1988,1988-05-09,SLN,SDN,W,7,1,HOME
1988,1988-05-10,CAL,CLE,L,1,7,HOME
1988,1988-05-10,KCA,BOS,W,7,2,HOME
1988,1988-05-10,MIN,MIL,W,9,3,HOME
1988,1988-05-10,NYA,CHA,W,17,3,HOME
1988,1988-05-10,OAK,DET,L,2,8,HOME
1988,1988-05-10,TEX,BAL,W,13,5,HOME
1988,1988-05-10,TOR,SEA,L,2,4,HOME
1988,1988-05-10,ATL,MON,L,1,6,HOME
1988,1988-05-10,CHN,LAN,L,5,6,HOME
1988,1988-05-10,HOU,NYN,L,2,5,HOME
1988,1988-05-10,PHI,CIN,L,1,10,HOME
1988,1988-05-10,PIT,SFN,W,6,2,HOME
1988,1988-05-10,SLN,SDN,W,5,1,HOME
1988,1988-05-11,CAL,CLE,L,3,4,HOME
1988,1988-05-11,MIN,MIL,W,2,1,HOME
1988,1988-05-11,NYA,CHA,W,12,2,HOME
1988,1988-05-11,OAK,DET,L,4,8,HOME
1988,1988-05-11,TEX,BAL,W,8,0,HOME
1988,1988-05-11,TOR,SEA,W,9,3,HOME
1988,1988-05-11,ATL,MON,W,3,2,HOME
1988,1988-05-11,CHN,SDN,W,1,0,HOME
1988,1988-05-11,HOU,NYN,L,8,9,HOME
1988,1988-05-11,PHI,CIN,W,4,3,HOME
1988,1988-05-11,PIT,LAN,W,2,1,HOME
1988,1988-05-11,SLN,SFN,L,4,5,HOME
1988,1988-05-12,MIL,CLE,L,1,3,HOME
1988,1988-05-12,TEX,BAL,W,2,1,HOME
1988,1988-05-12,TOR,SEA,W,8,2,HOME
1988,1988-05-12,CHN,SDN,W,2,1,HOME
1988,1988-05-12,PIT,LAN,W,7,4,HOME
1988,1988-05-12,SLN,SFN,W,13,12,HOME
1988,1988-05-13,BAL,OAK,W,4,1,HOME
1988,1988-05-13,BOS,SEA,W,14,8,HOME
1988,1988-05-13,CHA,TOR,W,4,1,HOME
1988,1988-05-13,DET,MIN,W,7,0,HOME
1988,1988-05-13,MIL,CLE,L,3,4,HOME
1988,1988-05-13,NYA,CAL,L,4,5,HOME
1988,1988-05-13,TEX,KCA,W,2,1,HOME
1988,1988-05-13,HOU,CHN,W,8,2,HOME
1988,1988-05-13,LAN,PHI,L,1,2,HOME
1988,1988-05-13,PIT,CIN,W,6,5,HOME
1988,1988-05-13,SDN,MON,W,7,1,HOME
1988,1988-05-13,SFN,NYN,W,3,2,HOME
1988,1988-05-13,SLN,ATL,W,7,5,HOME
1988,1988-05-14,BAL,OAK,L,0,8,HOME
1988,1988-05-14,BOS,SEA,W,3,0,HOME
1988,1988-05-14,CHA,TOR,W,7,5,HOME
1988,1988-05-14,DET,MIN,L,0,7,HOME
1988,1988-05-14,MIL,CLE,L,4,6,HOME
1988,1988-05-14,NYA,CAL,W,6,2,HOME
1988,1988-05-14,TEX,KCA,W,6,3,HOME
1988,1988-05-14,HOU,CHN,W,3,1,HOME
1988,1988-05-14,LAN,PHI,W,3,2,HOME
1988,1988-05-14,PIT,CIN,L,3,5,HOME
1988,1988-05-14,SDN,MON,W,3,2,HOME
1988,1988-05-14,SFN,NYN,W,3,2,HOME
1988,1988-05-14,SLN,ATL,L,5,7,HOME
1988,1988-05-15,BAL,OAK,L,4,7,HOME
1988,1988-05-15,BOS,SEA,L,7,11,HOME
1988,1988-05-15,CHA,TOR,W,6,5,HOME
1988,1988-05-15,DET,MIN,L,2,10,HOME
1988,1988-05-15,MIL,CLE,W,9,5,HOME
1988,1988-05-15,NYA,CAL,W,9,2,HOME
1988,1988-05-15,TEX,KCA,L,4,5,HOME
1988,1988-05-15,HOU,CHN,L,1,2,HOME
1988,1988-05-15,LAN,PHI,W,9,2,HOME
1988,1988-05-15,PIT,CIN,L,6,7,HOME
1988,1988-05-15,SDN,MON,W,2,1,HOME
1988,1988-05-15,SFN,NYN,W,5,1,HOME
1988,1988-05-15,SLN,ATL,W,7,6,HOME
1988,1988-05-16,BOS,OAK,L,0,3,HOME
1988,1988-05-16,CHA,TOR,L,1,5,HOME
1988,1988-05-16,MIL,DET,W,3,1,HOME
1988,1988-05-16,NYA,SEA,W,3,1,HOME
1988,1988-05-16,TEX,KCA,L,6,7,HOME
1988,1988-05-16,CIN,ATL,W,4,2,HOME
1988,1988-05-16,HOU,PIT,W,9,2,HOME
1988,1988-05-16,SDN,NYN,L,4,7,HOME
1988,1988-05-16,SFN,PHI,L,0,3,HOME
1988,1988-05-17,BOS,OAK,L,7,12,HOME
1988,1988-05-17,CLE,CHA,W,6,2,HOME
1988,1988-05-17,MIL,DET,L,4,8,HOME
1988,1988-05-17,MIN,KCA,W,6,5,HOME
1988,1988-05-17,NYA,SEA,L,2,6,HOME
1988,1988-05-17,TOR,TEX,L,6,7,HOME
1988,1988-05-17,CHN,SLN,L,0,3,HOME
1988,1988-05-17,CIN,ATL,L,2,6,HOME
1988,1988-05-17,HOU,PIT,W,3,2,HOME
1988,1988-05-17,LAN,MON,L,5,6,HOME
1988,1988-05-17,SDN,NYN,L,0,1,HOME
1988,1988-05-17,SFN,PHI,L,1,8,HOME
1988,1988-05-18,BAL,CAL,W,8,7,HOME
1988,1988-05-18,BOS,OAK,W,4,1,HOME
1988,1988-05-18,CLE,CHA,W,2,1,HOME
1988,1988-05-18,MIL,DET,L,1,3,HOME
1988,1988-05-18,MIN,KCA,L,2,8,HOME
1988,1988-05-18,TOR,TEX,L,0,4,HOME
1988,1988-05-18,CHN,SLN,L,1,4,HOME
1988,1988-05-18,CIN,ATL,W,8,4,HOME
1988,1988-05-18,HOU,PIT,W,4,2,HOME
1988,1988-05-18,LAN,MON,L,0,3,HOME
1988,1988-05-18,SDN,NYN,L,2,5,HOME
1988,1988-05-18,SFN,PHI,W,5,1,HOME
1988,1988-05-19,BAL,CAL,L,1,2,HOME
1988,1988-05-19,BAL,CAL,L,6,9,HOME
1988,1988-05-19,CLE,CHA,W,1,0,HOME
1988,1988-05-19,MIN,KCA,L,1,14,HOME
1988,1988-05-19,CHN,SLN,L,1,5,HOME
1988,1988-05-19,LAN,MON,W,2,0,HOME
1988,1988-05-19,SDN,NYN,L,4,9,HOME
1988,1988-05-20,BAL,SEA,L,2,3,HOME
1988,1988-05-20,BOS,CAL,L,2,4,HOME
1988,1988-05-20,CHA,DET,L,6,14,HOME
1988,1988-05-20,KCA,CLE,W,4,3,HOME
1988,1988-05-20,MIL,TOR,L,1,3,HOME
1988,1988-05-20,NYA,OAK,L,3,11,HOME
1988,1988-05-20,CIN,CHN,W,7,2,HOME
1988,1988-05-20,LAN,NYN,L,2,5,HOME
1988,1988-05-20,PIT,ATL,W,10,3,HOME
1988,1988-05-20,SDN,PHI,W,4,3,HOME
1988,1988-05-20,SFN,MON,W,11,2,HOME
1988,1988-05-20,SLN,HOU,L,3,5,HOME
1988,1988-05-21,BAL,SEA,W,3,1,HOME
1988,1988-05-21,BOS,CAL,W,8,4,HOME
1988,1988-05-21,CHA,DET,L,1,3,HOME
1988,1988-05-21,KCA,CLE,L,5,9,HOME
1988,1988-05-21,MIL,TOR,L,0,4,HOME
1988,1988-05-21,NYA,OAK,W,3,2,HOME
1988,1988-05-21,TEX,MIN,W,3,0,HOME
1988,1988-05-21,CIN,CHN,L,6,11,HOME
1988,1988-05-21,LAN,NYN,L,0,4,HOME
1988,1988-05-21,PIT,ATL,W,7,3,HOME
1988,1988-05-21,SDN,PHI,L,3,4,HOME
1988,1988-05-21,SFN,MON,L,0,6,HOME
1988,1988-05-21,SLN,HOU,W,7,4,HOME
1988,1988-05-22,BAL,SEA,W,7,2,HOME
1988,1988-05-22,BOS,CAL,W,12,4,HOME
1988,1988-05-22,CHA,DET,L,1,3,HOME
1988,1988-05-22,KCA,CLE,L,7,8,HOME
1988,1988-05-22,MIL,TOR,W,7,1,HOME
1988,1988-05-22,NYA,OAK,W,2,0,HOME
1988,1988-05-22,TEX,MIN,L,5,15,HOME
1988,1988-05-22,TEX,MIN,L,2,4,HOME
1988,1988-05-22,CIN,CHN,L,1,5,HOME
1988,1988-05-22,LAN,NYN,L,2,5,HOME
1988,1988-05-22,PIT,ATL,L,4,6,HOME
1988,1988-05-22,SDN,PHI,W,9,2,HOME
1988,1988-05-22,SFN,MON,W,7,2,HOME
1988,1988-05-22,SLN,HOU,L,1,2,HOME
1988,1988-05-23,CAL,NYA,L,2,5,HOME
1988,1988-05-23,CHA,CLE,W,3,2,HOME
1988,1988-05-23,KCA,MIN,L,5,7,HOME
1988,1988-05-23,MIL,TOR,W,9,7,HOME
1988,1988-05-23,OAK,BAL,L,3,7,HOME
1988,1988-05-23,SEA,BOS,W,14,3,HOME
1988,1988-05-23,PIT,HOU,L,0,3,HOME
1988,1988-05-23,SLN,CIN,L,3,8,HOME
1988,1988-05-24,CAL,NYA,L,3,5,HOME
1988,1988-05-24,CHA,CLE,L,3,4,HOME
1988,1988-05-24,DET,MIL,L,0,7,HOME
1988,1988-05-24,KCA,MIN,L,5,6,HOME
1988,1988-05-24,OAK,BAL,W,6,0,HOME
1988,1988-05-24,SEA,BOS,W,14,1,HOME
1988,1988-05-24,TEX,TOR,L,2,13,HOME
1988,1988-05-24,CHN,ATL,L,0,3,HOME
1988,1988-05-24,CHN,ATL,W,2,1,HOME
1988,1988-05-24,MON,SDN,W,7,6,HOME
1988,1988-05-24,NYN,SFN,L,2,4,HOME
1988,1988-05-24,PHI,LAN,L,1,2,HOME
1988,1988-05-24,PIT,HOU,W,5,4,HOME
1988,1988-05-24,SLN,CIN,W,3,2,HOME
1988,1988-05-25,CAL,NYA,L,2,4,HOME
1988,1988-05-25,CHA,CLE,L,2,5,HOME
1988,1988-05-25,DET,MIL,W,4,3,HOME
1988,1988-05-25,KCA,MIN,L,2,4,HOME
1988,1988-05-25,OAK,BAL,W,8,1,HOME
1988,1988-05-25,SEA,BOS,L,0,4,HOME
1988,1988-05-25,TEX,TOR,W,5,1,HOME
1988,1988-05-25,CHN,ATL,L,1,2,HOME
1988,1988-05-25,MON,SDN,W,6,2,HOME
1988,1988-05-25,NYN,SFN,W,6,3,HOME
1988,1988-05-25,PHI,LAN,L,0,4,HOME
1988,1988-05-25,PIT,HOU,W,4,3,HOME
1988,1988-05-25,SLN,CIN,W,6,0,HOME
1988,1988-05-26,DET,MIL,W,4,3,HOME
1988,1988-05-26,TEX,TOR,W,8,7,HOME
1988,1988-05-26,MON,SDN,W,6,2,HOME
1988,1988-05-26,NYN,SFN,L,2,5,HOME
1988,1988-05-26,PHI,LAN,L,8,10,HOME
1988,1988-05-27,CAL,BAL,W,4,2,HOME
1988,1988-05-27,CLE,MIL,W,6,3,HOME
1988,1988-05-27,KCA,TEX,L,2,3,HOME
1988,1988-05-27,MIN,DET,W,7,1,HOME
1988,1988-05-27,OAK,BOS,W,3,2,HOME
1988,1988-05-27,SEA,NYA,L,1,5,HOME
1988,1988-05-27,TOR,CHA,W,4,3,HOME
1988,1988-05-27,ATL,SLN,L,2,5,HOME
1988,1988-05-27,CHN,HOU,W,3,2,HOME
1988,1988-05-27,CIN,PIT,W,5,3,HOME
1988,1988-05-27,MON,LAN,L,2,5,HOME
1988,1988-05-27,NYN,SDN,L,0,2,HOME
1988,1988-05-27,PHI,SFN,W,5,2,HOME
1988,1988-05-28,CAL,BAL,W,5,0,HOME
1988,1988-05-28,CLE,MIL,L,0,2,HOME
1988,1988-05-28,KCA,TEX,W,8,6,HOME
1988,1988-05-28,MIN,DET,W,5,2,HOME
1988,1988-05-28,OAK,BOS,W,7,5,HOME
1988,1988-05-28,SEA,NYA,W,6,1,HOME
1988,1988-05-28,TOR,CHA,L,2,3,HOME
1988,1988-05-28,ATL,SLN,W,2,1,HOME
1988,1988-05-28,CHN,HOU,W,14,7,HOME
1988,1988-05-28,CIN,PIT,L,2,5,HOME
1988,1988-05-28,MON,LAN,W,3,2,HOME
1988,1988-05-28,NYN,SDN,W,5,1,HOME
1988,1988-05-28,PHI,SFN,W,4,3,HOME
1988,1988-05-29,CAL,BAL,L,2,3,HOME
1988,1988-05-29,CLE,MIL,L,2,7,HOME
1988,1988-05-29,KCA,TEX,W,12,1,HOME
1988,1988-05-29,MIN,DET,W,6,3,HOME
1988,1988-05-29,OAK,BOS,W,5,4,HOME
1988,1988-05-29,SEA,NYA,L,3,7,HOME
1988,1988-05-29,TOR,CHA,W,4,2,HOME
1988,1988-05-29,ATL,SLN,L,1,3,HOME
1988,1988-05-29,CHN,HOU,L,1,7,HOME
1988,1988-05-29,CIN,PIT,L,2,4,HOME
1988,1988-05-29,MON,LAN,L,1,2,HOME
1988,1988-05-29,NYN,SDN,L,3,6,HOME
1988,1988-05-29,PHI,SFN,W,4,2,HOME
1988,1988-05-30,CAL,BOS,L,2,5,HOME
1988,1988-05-30,CLE,KCA,W,4,1,HOME
1988,1988-05-30,MIN,TEX,L,1,6,HOME
1988,1988-05-30,OAK,NYA,W,3,2,HOME
1988,1988-05-30,SEA,BAL,W,4,1,HOME
1988,1988-05-30,TOR,MIL,L,1,4,HOME
1988,1988-05-30,ATL,PIT,L,2,14,HOME
1988,1988-05-30,CHN,CIN,W,12,3,HOME
1988,1988-05-30,HOU,SLN,W,5,4,HOME
1988,1988-05-30,MON,SFN,W,3,2,HOME
1988,1988-05-30,NYN,LAN,W,3,2,HOME
1988,1988-05-30,PHI,SDN,W,7,3,HOME
1988,1988-05-31,CAL,BOS,L,3,4,HOME
1988,1988-05-31,CLE,KCA,L,3,6,HOME
1988,1988-05-31,DET,CHA,L,1,10,HOME
1988,1988-05-31,MIN,TEX,W,8,6,HOME
1988,1988-05-31,OAK,NYA,L,0,5,HOME
1988,1988-05-31,SEA,BAL,L,5,12,HOME
1988,1988-05-31,TOR,MIL,W,9,0,HOME
1988,1988-05-31,ATL,PIT,W,11,1,HOME
1988,1988-05-31,CHN,CIN,W,4,0,HOME
1988,1988-05-31,HOU,SLN,L,7,9,HOME
1988,1988-05-31,MON,SFN,L,2,9,HOME
1988,1988-05-31,NYN,LAN,W,5,4,HOME
1988,1988-05-31,PHI,SDN,L,0,8,HOME
1988,1988-06-01,CLE,KCA,W,5,4,HOME
1988,1988-06-01,DET,CHA,W,9,3,HOME
1988,1988-06-01,MIN,TEX,W,7,1,HOME
1988,1988-06-01,OAK,NYA,W,4,3,HOME
1988,1988-06-01,SEA,BAL,W,4,3,HOME
1988,1988-06-01,TOR,MIL,W,7,2,HOME
1988,1988-06-01,ATL,PIT,W,14,2,HOME
1988,1988-06-01,CHN,CIN,W,6,3,HOME
1988,1988-06-01,HOU,SLN,L,2,3,HOME
1988,1988-06-01,MON,SFN,L,1,2,HOME
1988,1988-06-01,NYN,LAN,L,3,4,HOME
1988,1988-06-01,PHI,SDN,W,9,7,HOME
1988,1988-06-02,BOS,TOR,L,4,5,HOME
1988,1988-06-02,CHA,TEX,L,2,10,HOME
1988,1988-06-02,KCA,SEA,W,3,0,HOME
1988,1988-06-02,MIL,CAL,W,9,4,HOME
1988,1988-06-02,NYN,CHN,W,2,1,HOME
1988,1988-06-02,PHI,SLN,L,2,3,HOME
1988,1988-06-02,PIT,MON,L,3,7,HOME
1988,1988-06-03,BAL,NYA,L,0,4,HOME
1988,1988-06-03,BOS,TOR,L,3,6,HOME
1988,1988-06-03,CHA,TEX,L,3,9,HOME
1988,1988-06-03,DET,CLE,L,3,6,HOME
1988,1988-06-03,KCA,SEA,W,3,1,HOME
1988,1988-06-03,MIL,CAL,W,8,2,HOME
1988,1988-06-03,MIN,OAK,L,5,8,HOME
1988,1988-06-03,LAN,CIN,W,13,5,HOME
1988,1988-06-03,NYN,CHN,L,0,5,HOME
1988,1988-06-03,PHI,SLN,L,4,5,HOME
1988,1988-06-03,PIT,MON,W,2,1,HOME
1988,1988-06-03,SDN,ATL,W,7,5,HOME
1988,1988-06-03,SFN,HOU,L,4,8,HOME
1988,1988-06-04,BAL,NYA,W,7,6,HOME
1988,1988-06-04,BOS,TOR,L,2,10,HOME
1988,1988-06-04,CHA,TEX,W,10,8,HOME
1988,1988-06-04,DET,CLE,W,5,2,HOME
1988,1988-06-04,KCA,SEA,W,4,3,HOME
1988,1988-06-04,MIL,CAL,W,1,0,HOME
1988,1988-06-04,MIN,OAK,L,4,6,HOME
1988,1988-06-04,LAN,CIN,L,2,5,HOME
1988,1988-06-04,NYN,CHN,W,6,5,HOME
1988,1988-06-04,PHI,SLN,L,1,8,HOME
1988,1988-06-04,PIT,MON,L,3,7,HOME
1988,1988-06-04,SDN,ATL,W,6,5,HOME
1988,1988-06-04,SFN,HOU,W,8,2,HOME
1988,1988-06-05,BAL,NYA,L,2,9,HOME
1988,1988-06-05,BOS,TOR,L,4,12,HOME
1988,1988-06-05,CHA,TEX,W,5,4,HOME
1988,1988-06-05,DET,CLE,W,6,2,HOME
1988,1988-06-05,KCA,SEA,W,7,3,HOME
1988,1988-06-05,MIL,CAL,L,5,6,HOME
1988,1988-06-05,MIN,OAK,W,4,3,HOME
1988,1988-06-05,LAN,CIN,W,5,4,HOME
1988,1988-06-05,NYN,CHN,W,11,3,HOME
1988,1988-06-05,PHI,SLN,W,6,3,HOME
1988,1988-06-05,PIT,MON,L,2,3,HOME
1988,1988-06-05,SDN,ATL,L,1,3,HOME
1988,1988-06-05,SFN,HOU,W,9,3,HOME
1988,1988-06-06,BAL,DET,W,5,2,HOME
1988,1988-06-06,CHA,MIN,L,4,9,HOME
1988,1988-06-06,CLE,TOR,W,6,3,HOME
1988,1988-06-06,KCA,OAK,W,2,0,HOME
1988,1988-06-06,NYA,BOS,L,2,3,HOME
1988,1988-06-06,SEA,MIL,W,2,0,HOME
1988,1988-06-06,TEX,CAL,W,6,4,HOME
1988,1988-06-06,LAN,HOU,L,4,10,HOME
1988,1988-06-06,MON,PHI,L,4,5,HOME
1988,1988-06-06,SDN,CIN,L,0,12,HOME
1988,1988-06-06,SLN,NYN,L,2,6,HOME
1988,1988-06-07,BAL,DET,W,4,3,HOME
1988,1988-06-07,CHA,MIN,W,10,8,HOME
1988,1988-06-07,CLE,TOR,W,5,3,HOME
1988,1988-06-07,KCA,OAK,W,6,0,HOME
1988,1988-06-07,NYA,BOS,W,4,3,HOME
1988,1988-06-07,SEA,MIL,W,5,4,HOME
1988,1988-06-07,TEX,CAL,L,0,1,HOME
1988,1988-06-07,LAN,HOU,L,2,5,HOME
1988,1988-06-07,MON,PHI,L,5,10,HOME
1988,1988-06-07,PIT,CHN,L,5,8,HOME
1988,1988-06-07,SDN,CIN,W,6,2,HOME
1988,1988-06-07,SFN,ATL,W,5,0,HOME
1988,1988-06-07,SLN,NYN,W,4,1,HOME
1988,1988-06-08,BAL,DET,L,4,12,HOME
1988,1988-06-08,CHA,MIN,L,2,5,HOME
1988,1988-06-08,CLE,TOR,W,4,2,HOME
1988,1988-06-08,KCA,OAK,W,5,4,HOME
1988,1988-06-08,NYA,BOS,L,3,4,HOME
1988,1988-06-08,SEA,MIL,L,7,8,HOME
1988,1988-06-08,TEX,CAL,L,2,5,HOME
1988,1988-06-08,LAN,HOU,W,11,1,HOME
1988,1988-06-08,MON,PHI,W,5,4,HOME
1988,1988-06-08,PIT,CHN,W,5,1,HOME
1988,1988-06-08,SDN,CIN,L,1,7,HOME
1988,1988-06-08,SFN,ATL,L,4,5,HOME
1988,1988-06-08,SLN,NYN,W,5,2,HOME
1988,1988-06-09,CLE,DET,L,2,6,HOME
1988,1988-06-09,SEA,MIN,L,5,7,HOME
1988,1988-06-09,TEX,OAK,W,5,2,HOME
1988,1988-06-09,LAN,HOU,W,4,2,HOME
1988,1988-06-09,PIT,CHN,W,4,3,HOME
1988,1988-06-09,SDN,CIN,W,3,1,HOME
1988,1988-06-09,SFN,ATL,W,6,4,HOME
1988,1988-06-10,CAL,KCA,W,1,0,HOME
1988,1988-06-10,CHA,MIL,W,1,0,HOME
1988,1988-06-10,CLE,DET,L,1,2,HOME
1988,1988-06-10,NYA,BAL,L,3,5,HOME
1988,1988-06-10,SEA,MIN,L,1,3,HOME
1988,1988-06-10,TEX,OAK,L,6,7,HOME
1988,1988-06-10,TOR,BOS,W,3,0,HOME
1988,1988-06-10,HOU,ATL,L,3,10,HOME
1988,1988-06-10,MON,NYN,W,5,2,HOME
1988,1988-06-10,PIT,PHI,L,10,12,HOME
1988,1988-06-10,SDN,LAN,W,4,3,HOME
1988,1988-06-10,SFN,CIN,W,9,6,HOME
1988,1988-06-10,SLN,CHN,L,3,7,HOME
1988,1988-06-11,CAL,KCA,L,0,7,HOME
1988,1988-06-11,CHA,MIL,W,5,3,HOME
1988,1988-06-11,CLE,DET,L,3,11,HOME
1988,1988-06-11,NYA,BAL,W,8,6,HOME
1988,1988-06-11,SEA,MIN,W,3,2,HOME
1988,1988-06-11,TEX,OAK,L,4,13,HOME
1988,1988-06-11,TOR,BOS,W,4,3,HOME
1988,1988-06-11,HOU,ATL,W,5,4,HOME
1988,1988-06-11,MON,NYN,W,6,4,HOME
1988,1988-06-11,PIT,PHI,W,8,2,HOME
1988,1988-06-11,SDN,LAN,W,2,1,HOME
1988,1988-06-11,SFN,CIN,L,2,7,HOME
1988,1988-06-11,SLN,CHN,L,0,2,HOME
1988,1988-06-12,CAL,KCA,L,4,6,HOME
1988,1988-06-12,CHA,MIL,L,2,16,HOME
1988,1988-06-12,CLE,DET,L,4,5,HOME
1988,1988-06-12,NYA,BAL,W,6,5,HOME
1988,1988-06-12,SEA,MIN,L,2,6,HOME
1988,1988-06-12,TEX,OAK,W,3,2,HOME
1988,1988-06-12,TOR,BOS,L,2,8,HOME
1988,1988-06-12,HOU,ATL,W,5,0,HOME
1988,1988-06-12,MON,NYN,W,4,3,HOME
1988,1988-06-12,PIT,PHI,L,4,5,HOME
1988,1988-06-12,SDN,LAN,W,5,2,HOME
1988,1988-06-12,SFN,CIN,L,6,10,HOME
1988,1988-06-12,SLN,CHN,L,3,4,HOME
1988,1988-06-13,BOS,NYA,L,6,12,HOME
1988,1988-06-13,CAL,KCA,L,3,5,HOME
1988,1988-06-13,DET,BAL,L,4,6,HOME
1988,1988-06-13,MIL,SEA,W,3,1,HOME
1988,1988-06-13,MIN,CHA,L,1,4,HOME
1988,1988-06-13,TOR,CLE,L,6,8,HOME
1988,1988-06-13,CHN,PIT,L,0,8,HOME
1988,1988-06-13,HOU,ATL,W,6,5,HOME
1988,1988-06-13,NYN,SLN,W,2,1,HOME
1988,1988-06-13,PHI,MON,W,5,2,HOME
1988,1988-06-13,SDN,SFN,W,7,3,HOME
1988,1988-06-14,BOS,NYA,W,7,3,HOME
1988,1988-06-14,CAL,TEX,W,3,0,HOME
1988,1988-06-14,DET,BAL,W,9,3,HOME
1988,1988-06-14,MIL,SEA,W,5,1,HOME
1988,1988-06-14,MIN,CHA,W,3,1,HOME
1988,1988-06-14,OAK,KCA,L,1,2,HOME
1988,1988-06-14,TOR,CLE,W,3,2,HOME
1988,1988-06-14,ATL,LAN,L,4,5,HOME
1988,1988-06-14,CHN,PIT,L,3,6,HOME
1988,1988-06-14,CIN,HOU,W,7,1,HOME
1988,1988-06-14,NYN,SLN,W,5,0,HOME
1988,1988-06-14,PHI,MON,L,0,9,HOME
1988,1988-06-14,PHI,MON,W,4,2,HOME
1988,1988-06-14,SDN,SFN,W,8,5,HOME
1988,1988-06-15,BOS,NYA,W,8,3,HOME
1988,1988-06-15,CAL,TEX,L,3,6,HOME
1988,1988-06-15,DET,BAL,W,1,0,HOME
1988,1988-06-15,MIL,SEA,W,5,1,HOME
1988,1988-06-15,MIN,CHA,W,5,1,HOME
1988,1988-06-15,OAK,KCA,L,0,2,HOME
1988,1988-06-15,TOR,CLE,W,15,3,HOME
1988,1988-06-15,ATL,LAN,L,5,7,HOME
1988,1988-06-15,CHN,PIT,W,7,4,HOME
1988,1988-06-15,CIN,HOU,W,5,3,HOME
1988,1988-06-15,NYN,SLN,W,6,4,HOME
1988,1988-06-15,PHI,MON,W,6,2,HOME
1988,1988-06-15,SDN,SFN,L,2,4,HOME
1988,1988-06-16,BAL,BOS,W,8,4,HOME
1988,1988-06-16,CAL,TEX,W,3,0,HOME
1988,1988-06-16,DET,TOR,L,5,13,HOME
1988,1988-06-16,MIL,CHA,L,1,3,HOME
1988,1988-06-16,OAK,KCA,L,5,9,HOME
1988,1988-06-16,ATL,LAN,W,9,2,HOME
1988,1988-06-16,CIN,HOU,L,4,7,HOME
1988,1988-06-17,BAL,BOS,W,3,2,HOME
1988,1988-06-17,CLE,NYA,W,6,4,HOME
1988,1988-06-17,DET,TOR,W,12,5,HOME
1988,1988-06-17,KCA,CAL,L,7,9,HOME
1988,1988-06-17,MIL,CHA,W,7,2,HOME
1988,1988-06-17,MIN,SEA,W,4,1,HOME
1988,1988-06-17,OAK,TEX,W,7,6,HOME
1988,1988-06-17,ATL,HOU,W,4,3,HOME
1988,1988-06-17,ATL,HOU,W,6,5,HOME
1988,1988-06-17,CHN,MON,W,7,3,HOME
1988,1988-06-17,CIN,SFN,W,6,0,HOME
1988,1988-06-17,LAN,SDN,L,4,7,HOME
1988,1988-06-17,LAN,SDN,L,3,4,HOME
1988,1988-06-17,NYN,PHI,L,1,3,HOME
1988,1988-06-17,PIT,SLN,L,3,7,HOME
1988,1988-06-18,BAL,BOS,L,0,5,HOME
1988,1988-06-18,CLE,NYA,L,3,6,HOME
1988,1988-06-18,DET,TOR,W,6,1,HOME
1988,1988-06-18,KCA,CAL,L,3,6,HOME
1988,1988-06-18,MIL,CHA,W,6,3,HOME
1988,1988-06-18,MIN,SEA,W,6,2,HOME
1988,1988-06-18,OAK,TEX,W,2,1,HOME
1988,1988-06-18,ATL,HOU,L,7,14,HOME
1988,1988-06-18,CHN,MON,W,3,0,HOME
1988,1988-06-18,CIN,SFN,W,3,2,HOME
1988,1988-06-18,LAN,SDN,W,3,0,HOME
1988,1988-06-18,NYN,PHI,W,3,2,HOME
1988,1988-06-18,PIT,SLN,L,3,6,HOME
1988,1988-06-19,BAL,BOS,L,7,15,HOME
1988,1988-06-19,CLE,NYA,W,11,3,HOME
1988,1988-06-19,DET,TOR,L,4,6,HOME
1988,1988-06-19,KCA,CAL,L,0,5,HOME
1988,1988-06-19,MIL,CHA,L,0,5,HOME
1988,1988-06-19,MIN,SEA,W,3,1,HOME
1988,1988-06-19,OAK,TEX,L,4,5,HOME
1988,1988-06-19,ATL,HOU,L,4,6,HOME
1988,1988-06-19,CHN,MON,W,9,3,HOME
1988,1988-06-19,CIN,SFN,L,3,5,HOME
1988,1988-06-19,LAN,SDN,W,12,2,HOME
1988,1988-06-19,LAN,SDN,W,5,4,HOME
1988,1988-06-19,NYN,PHI,W,6,0,HOME
1988,1988-06-19,PIT,SLN,W,3,2,HOME
1988,1988-06-20,CHA,KCA,W,5,3,HOME
1988,1988-06-20,CLE,BOS,L,7,14,HOME
1988,1988-06-20,DET,NYA,W,2,1,HOME
1988,1988-06-20,MIL,OAK,L,4,5,HOME
1988,1988-06-20,MIN,CAL,L,5,6,HOME
1988,1988-06-20,TEX,SEA,W,4,3,HOME
1988,1988-06-20,TOR,BAL,W,5,2,HOME
1988,1988-06-20,HOU,CIN,L,1,2,HOME
1988,1988-06-20,LAN,ATL,W,7,3,HOME
1988,1988-06-20,MON,SLN,W,3,2,HOME
1988,1988-06-20,NYN,PIT,L,5,8,HOME
1988,1988-06-20,PHI,CHN,L,2,7,HOME
1988,1988-06-20,SFN,SDN,L,1,2,HOME
1988,1988-06-21,CHA,KCA,L,2,6,HOME
1988,1988-06-21,CLE,BOS,L,6,10,HOME
1988,1988-06-21,DET,NYA,W,7,6,HOME
